lakeid,year4,sample_date,station,species_code,species_name,density,individuals_measured,avg_length
BM,2012,2012-05-29,1,61801,KERATELLA COCHLEARIS,1.96,,
BM,2012,2012-05-29,1,61803,KERATELLA CRASSA,3.92,,
BM,2012,2012-05-29,1,61804,KERATELLA EARLINAE,7,,
BM,2012,2012-05-29,1,61806,KERATELLA QUADRATA,0.56,,
BM,2012,2012-05-29,1,61918,LECANE TENUISETA,0.84,,
BM,2012,2012-05-29,1,63001,POLYARTHRA DOLICHOPTERA,1.68,,
BM,2012,2012-05-29,1,63003,POLYARTHRA MAJOR,0.28,,
BM,2012,2012-05-29,1,63004,POLYARTHRA REMATA,3.92,,
BM,2012,2012-05-29,1,63005,POLYARTHRA VULGARIS,29.4,,
BM,2012,2012-06-25,1,60200,ASCOMORPHA,8.4,,
BM,2012,2012-06-25,1,60202,ASCOMORPHA OVALIS,4.48,,
BM,2012,2012-06-25,1,60300,ASPLANCHNA,0.56,,
BM,2012,2012-06-25,1,30000,CALANOID,0.84,3,0.56
BM,2012,2012-06-25,1,51000,CHYDORUS,0.28,1,0.18
BM,2012,2012-06-25,1,60600,COLLOTHECA,3.36,,
BM,2012,2012-06-25,1,60800,CONOCHILOIDES,0.56,,
BM,2012,2012-06-25,1,60900,CONOCHILUS,89.04,,
BM,2012,2012-06-25,1,10000,COPEPOD NAUPLII,8.96,,
BM,2012,2012-06-25,1,20000,CYCLOPOID,1.68,6,0.43
BM,2012,2012-06-25,1,51104,DAPHNIA LONGIREMIS,0.28,1,1.11
BM,2012,2012-06-25,1,51103,DAPHNIA MENDOTAE,0.28,1,0.78
BM,2012,2012-06-25,1,20302,DIACYCLOPS THOMASI,0.56,2,0.42
BM,2012,2012-06-25,1,30201,EPISCHURA LACUSTRIS,0.56,2,0.66
BM,2012,2012-06-25,1,61502,GASTROPUS STYLIFER,7.28,,
BM,2012,2012-06-25,1,51801,HOLOPEDIUM GIBBERUM,0.84,3,0.5
BM,2012,2012-06-25,1,61702,KELLICOTTIA LONGISPINA,0.56,,
BM,2012,2012-06-25,1,61801,KERATELLA COCHLEARIS,5.6,,
BM,2012,2012-06-25,1,61803,KERATELLA CRASSA,3.36,,
BM,2012,2012-06-25,1,61804,KERATELLA EARLINAE,4.48,,
BM,2012,2012-06-25,1,61918,LECANE TENUISETA,2.24,,
BM,2012,2012-06-25,1,20601,MESOCYCLOPS EDAX,1.12,3,0.95
BM,2012,2012-06-25,1,62900,PLOESOMA,1.12,,
BM,2012,2012-06-25,1,63003,POLYARTHRA MAJOR,10.08,,
BM,2012,2012-06-25,1,63004,POLYARTHRA REMATA,61.6,,
BM,2012,2012-06-25,1,63005,POLYARTHRA VULGARIS,24.64,,
BM,2012,2012-06-25,1,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,1,1.19
BM,2012,2012-06-25,1,63400,SYNCHAETA,0.56,,
BM,2012,2012-06-25,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.96,6,0.41
BM,2012,2012-07-23,1,60300,ASPLANCHNA,0.28,,
BM,2012,2012-07-23,1,50700,BOSMINIDAE,1.96,7,0.26
BM,2012,2012-07-23,1,30000,CALANOID,2.52,8,0.61
BM,2012,2012-07-23,1,51000,CHYDORUS,0.56,2,0.23
BM,2012,2012-07-23,1,60600,COLLOTHECA,6.72,,
BM,2012,2012-07-23,1,60900,CONOCHILUS,3.36,,
BM,2012,2012-07-23,1,10000,COPEPOD NAUPLII,21.56,,
BM,2012,2012-07-23,1,20000,CYCLOPOID,1.4,5,0.36
BM,2012,2012-07-23,1,20302,DIACYCLOPS THOMASI,0.84,3,0.74
BM,2012,2012-07-23,1,51202,DIAPHANOSOMA BIRGEI,0.28,1,0.34
BM,2012,2012-07-23,1,61502,GASTROPUS STYLIFER,2.52,,
BM,2012,2012-07-23,1,51801,HOLOPEDIUM GIBBERUM,0.56,2,0.52
BM,2012,2012-07-23,1,61801,KERATELLA COCHLEARIS,7.28,,
BM,2012,2012-07-23,1,61803,KERATELLA CRASSA,15.12,,
BM,2012,2012-07-23,1,61804,KERATELLA EARLINAE,0.28,,
BM,2012,2012-07-23,1,30402,LEPTODIAPTOMUS MINUTUS,0.56,2,0.81
BM,2012,2012-07-23,1,20601,MESOCYCLOPS EDAX,2.24,7,0.6
BM,2012,2012-07-23,1,62406,MONOSTYLA LUNARIS,0.56,,
BM,2012,2012-07-23,1,63004,POLYARTHRA REMATA,2.24,,
BM,2012,2012-07-23,1,63005,POLYARTHRA VULGARIS,10.64,,
BM,2012,2012-07-23,1,63603,TRICHOCERCA CYLINDRICA,1.96,,
BM,2012,2012-07-23,1,63617,TRICHOCERCA SIMILIS,0.56,,
BM,2012,2012-07-23,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,6.16,19,0.33
BM,2012,2012-08-20,1,60202,ASCOMORPHA OVALIS,2.52,,
BM,2012,2012-08-20,1,60300,ASPLANCHNA,0.28,,
BM,2012,2012-08-20,1,30000,CALANOID,1.68,5,0.51
BM,2012,2012-08-20,1,60600,COLLOTHECA,22.68,,
BM,2012,2012-08-20,1,60900,CONOCHILUS,1.12,,
BM,2012,2012-08-20,1,10000,COPEPOD NAUPLII,29.96,,
BM,2012,2012-08-20,1,20000,CYCLOPOID,1.68,3,0.46
BM,2012,2012-08-20,1,51103,DAPHNIA MENDOTAE,1.96,5,0.76
BM,2012,2012-08-20,1,51130,DAPHNIA PULICARIA,0.84,3,1.13
BM,2012,2012-08-20,1,20302,DIACYCLOPS THOMASI,1.12,4,0.77
BM,2012,2012-08-20,1,51202,DIAPHANOSOMA BIRGEI,2.24,7,0.76
BM,2012,2012-08-20,1,20403,EUCYCLOPS ELEGANS,0.28,,
BM,2012,2012-08-20,1,61501,GASTROPUS HYPTOPUS,0.28,,
BM,2012,2012-08-20,1,61502,GASTROPUS STYLIFER,3.08,,
BM,2012,2012-08-20,1,61801,KERATELLA COCHLEARIS,40.32,,
BM,2012,2012-08-20,1,61803,KERATELLA CRASSA,1.4,,
BM,2012,2012-08-20,1,61804,KERATELLA EARLINAE,0.28,,
BM,2012,2012-08-20,1,61918,LECANE TENUISETA,0.56,,
BM,2012,2012-08-20,1,30402,LEPTODIAPTOMUS MINUTUS,0.28,1,0.71
BM,2012,2012-08-20,1,20601,MESOCYCLOPS EDAX,0.28,1,1.32
BM,2012,2012-08-20,1,62406,MONOSTYLA LUNARIS,2.8,,
BM,2012,2012-08-20,1,63003,POLYARTHRA MAJOR,0.28,,
BM,2012,2012-08-20,1,63004,POLYARTHRA REMATA,8.96,,
BM,2012,2012-08-20,1,63005,POLYARTHRA VULGARIS,8.4,,
BM,2012,2012-08-20,1,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,,
BM,2012,2012-08-20,1,63603,TRICHOCERCA CYLINDRICA,1.68,,
BM,2012,2012-08-20,1,63612,TRICHOCERCA MULTICRINIS,0.28,,
BM,2012,2012-08-20,1,63617,TRICHOCERCA SIMILIS,0.56,,
BM,2012,2012-08-20,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,6.72,18,0.39
BM,2012,2012-09-17,1,60200,ASCOMORPHA,0.56,,
BM,2012,2012-09-17,1,60202,ASCOMORPHA OVALIS,3.08,,
BM,2012,2012-09-17,1,60300,ASPLANCHNA,1.12,,
BM,2012,2012-09-17,1,50700,BOSMINIDAE,0.56,2,0.29
BM,2012,2012-09-17,1,30000,CALANOID,2.52,9,0.67
BM,2012,2012-09-17,1,60600,COLLOTHECA,0.84,,
BM,2012,2012-09-17,1,60800,CONOCHILOIDES,0.28,,
BM,2012,2012-09-17,1,60900,CONOCHILUS,4.76,,
BM,2012,2012-09-17,1,10000,COPEPOD NAUPLII,6.72,,
BM,2012,2012-09-17,1,20000,CYCLOPOID,1.4,5,0.35
BM,2012,2012-09-17,1,51103,DAPHNIA MENDOTAE,0.28,1,0.95
BM,2012,2012-09-17,1,51130,DAPHNIA PULICARIA,0.56,2,1.13
BM,2012,2012-09-17,1,20302,DIACYCLOPS THOMASI,0.28,1,0.64
BM,2012,2012-09-17,1,51202,DIAPHANOSOMA BIRGEI,1.4,5,0.73
BM,2012,2012-09-17,1,61502,GASTROPUS STYLIFER,0.56,,
BM,2012,2012-09-17,1,61701,KELLICOTTIA BOSTONIENSIS,0.28,,
BM,2012,2012-09-17,1,61801,KERATELLA COCHLEARIS,5.6,,
BM,2012,2012-09-17,1,61803,KERATELLA CRASSA,0.28,,
BM,2012,2012-09-17,1,61804,KERATELLA EARLINAE,0.28,,
BM,2012,2012-09-17,1,20601,MESOCYCLOPS EDAX,0.84,3,0.95
BM,2012,2012-09-17,1,62406,MONOSTYLA LUNARIS,0.28,,
BM,2012,2012-09-17,1,63003,POLYARTHRA MAJOR,3.36,,
BM,2012,2012-09-17,1,63004,POLYARTHRA REMATA,5.6,,
BM,2012,2012-09-17,1,63005,POLYARTHRA VULGARIS,8.4,,
BM,2012,2012-09-17,1,30801,SKISTODIAPTOMUS OREGONENSIS,0.56,2,1.11
BM,2012,2012-09-17,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,3.08,10,0.42
BM,2012,2012-10-17,1,60200,ASCOMORPHA,0.28,,
BM,2012,2012-10-17,1,60202,ASCOMORPHA OVALIS,0.84,,
BM,2012,2012-10-17,1,60300,ASPLANCHNA,0.28,,
BM,2012,2012-10-17,1,50700,BOSMINIDAE,0.28,,
BM,2012,2012-10-17,1,30000,CALANOID,1.12,1,0.68
BM,2012,2012-10-17,1,10000,COPEPOD NAUPLII,2.24,,
BM,2012,2012-10-17,1,20000,CYCLOPOID,2.24,3,0.38
BM,2012,2012-10-17,1,51103,DAPHNIA MENDOTAE,4.48,9,0.98
BM,2012,2012-10-17,1,20302,DIACYCLOPS THOMASI,0.28,,
BM,2012,2012-10-17,1,61501,GASTROPUS HYPTOPUS,0.28,,
BM,2012,2012-10-17,1,61502,GASTROPUS STYLIFER,17.36,,
BM,2012,2012-10-17,1,51801,HOLOPEDIUM GIBBERUM,0.28,,
BM,2012,2012-10-17,1,61702,KELLICOTTIA LONGISPINA,0.56,,
BM,2012,2012-10-17,1,61801,KERATELLA COCHLEARIS,1.4,,
BM,2012,2012-10-17,1,61918,LECANE TENUISETA,0.28,,
BM,2012,2012-10-17,1,30402,LEPTODIAPTOMUS MINUTUS,0.84,1,0.74
BM,2012,2012-10-17,1,63003,POLYARTHRA MAJOR,1.96,,
BM,2012,2012-10-17,1,63004,POLYARTHRA REMATA,6.44,,
BM,2012,2012-10-17,1,63005,POLYARTHRA VULGARIS,1.68,,
BM,2012,2012-10-17,1,30801,SKISTODIAPTOMUS OREGONENSIS,0.28,,
BM,2012,2012-10-17,1,63400,SYNCHAETA,0.56,,
BM,2012,2012-10-17,1,63602,TRICHOCERCA BIROSTRIS,1.4,,
BM,2012,2012-10-17,1,63603,TRICHOCERCA CYLINDRICA,0.28,,
BM,2012,2012-10-17,1,63616,TRICHOCERCA ROUSSELETI,0.28,,
BM,2012,2012-10-17,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.52,4,0.46
BM,2012,2012-11-13,1,60300,ASPLANCHNA,0.28,,
BM,2012,2012-11-13,1,30000,CALANOID,0.28,1,0.92
BM,2012,2012-11-13,1,10000,COPEPOD NAUPLII,6.72,,
BM,2012,2012-11-13,1,20000,CYCLOPOID,0.56,1,0.38
BM,2012,2012-11-13,1,51100,DAPHNIA,0.28,1,1.07
BM,2012,2012-11-13,1,51103,DAPHNIA MENDOTAE,3.64,13,1.24
BM,2012,2012-11-13,1,51130,DAPHNIA PULICARIA,2.8,9,1.43
BM,2012,2012-11-13,1,20302,DIACYCLOPS THOMASI,1.4,4,0.78
BM,2012,2012-11-13,1,20403,EUCYCLOPS ELEGANS,0.28,,
BM,2012,2012-11-13,1,61501,GASTROPUS HYPTOPUS,1.4,,
BM,2012,2012-11-13,1,61502,GASTROPUS STYLIFER,1.4,,
BM,2012,2012-11-13,1,61801,KERATELLA COCHLEARIS,0.28,,
BM,2012,2012-11-13,1,30402,LEPTODIAPTOMUS MINUTUS,0.28,1,0.79
BM,2012,2012-11-13,1,63003,POLYARTHRA MAJOR,3.36,,
BM,2012,2012-11-13,1,63004,POLYARTHRA REMATA,1.96,,
BM,2012,2012-11-13,1,63005,POLYARTHRA VULGARIS,3.08,,
BM,2012,2012-11-13,1,30801,SKISTODIAPTOMUS OREGONENSIS,1.12,4,1.15
BM,2012,2012-11-13,1,63400,SYNCHAETA,10.92,,
BM,2012,2012-11-13,1,63602,TRICHOCERCA BIROSTRIS,1.4,,
BM,2012,2012-11-13,1,63603,TRICHOCERCA CYLINDRICA,0.28,,
BM,2012,2012-11-13,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.4,4,0.48
CB,1981,1981-07-30,1,51000,CHYDORUS,0.4,,
CB,1981,1981-07-30,1,50000,CLADOCERAN,0.4,,
CB,1981,1981-07-30,1,10000,COPEPOD NAUPLII,71.1,,
CB,1981,1981-07-30,1,51108,DAPHNIA DENTIFERA,17.8,,
CB,1981,1981-07-30,1,51800,HOLOPEDIUM,56,,
CB,1981,1981-07-30,1,61702,KELLICOTTIA LONGISPINA,0.9,,
CB,1981,1981-07-30,1,61808,KERATELLA TAUROCEPHALA,2401.8,,
CB,1981,1981-07-30,1,62900,PLOESOMA,0.4,,
CB,1981,1981-07-30,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,111.9,,
CB,1981,1981-08-10,1,10000,COPEPOD NAUPLII,65.8,,
CB,1981,1981-08-10,1,51130,DAPHNIA PULICARIA,0.9,,
CB,1981,1981-08-10,1,61500,GASTROPUS,4.9,,
CB,1981,1981-08-10,1,51800,HOLOPEDIUM,11.6,,
CB,1981,1981-08-10,1,61808,KERATELLA TAUROCEPHALA,1084.9,,
CB,1981,1981-08-10,1,61900,LECANE,0.4,,
CB,1981,1981-08-10,1,20601,MESOCYCLOPS EDAX,18.6,,
CB,1981,1981-08-10,1,63005,POLYARTHRA VULGARIS,3.1,,
CB,1981,1981-08-10,1,63612,TRICHOCERCA MULTICRINIS,1.8,,
CB,1981,1981-08-27,1,60300,ASPLANCHNA,0.5,,
CB,1981,1981-08-27,1,51000,CHYDORUS,2.5,,
CB,1981,1981-08-27,1,10000,COPEPOD NAUPLII,86.4,,
CB,1981,1981-08-27,1,51130,DAPHNIA PULICARIA,6,,
CB,1981,1981-08-27,1,61500,GASTROPUS,39.9,,
CB,1981,1981-08-27,1,51800,HOLOPEDIUM,46,,
CB,1981,1981-08-27,1,61701,KELLICOTTIA BOSTONIENSIS,11.2,,
CB,1981,1981-08-27,1,61803,KERATELLA CRASSA,0.9,,
CB,1981,1981-08-27,1,61808,KERATELLA TAUROCEPHALA,1315.8,,
CB,1981,1981-08-27,1,61900,LECANE,2,,
CB,1981,1981-08-27,1,20601,MESOCYCLOPS EDAX,128.6,,
CB,1981,1981-08-27,1,62400,MONOSTYLA,1.1,,
CB,1981,1981-08-27,1,63000,POLYARTHRA,1.3,,
CB,1981,1981-08-27,1,63600,TRICHOCERCA,3.8,,
CB,1981,1981-08-27,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,14.3,,
CB,1981,1981-09-10,1,60300,ASPLANCHNA,0.4,,
CB,1981,1981-09-10,1,60500,CEPHALODELLA,0.4,,
CB,1981,1981-09-10,1,10000,COPEPOD NAUPLII,16.9,,
CB,1981,1981-09-10,1,51130,DAPHNIA PULICARIA,4.4,,
CB,1981,1981-09-10,1,61500,GASTROPUS,54.6,,
CB,1981,1981-09-10,1,51800,HOLOPEDIUM,6.7,,
CB,1981,1981-09-10,1,61701,KELLICOTTIA BOSTONIENSIS,1.3,,
CB,1981,1981-09-10,1,61808,KERATELLA TAUROCEPHALA,507.6,,
CB,1981,1981-09-10,1,61900,LECANE,1.3,,
CB,1981,1981-09-10,1,63600,TRICHOCERCA,0.4,,
CB,1981,1981-09-10,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,83,,
CB,1981,1981-09-25,1,51000,CHYDORUS,0.4,,
CB,1981,1981-09-25,1,10000,COPEPOD NAUPLII,3.1,,
CB,1981,1981-09-25,1,51130,DAPHNIA PULICARIA,33.4,,
CB,1981,1981-09-25,1,61500,GASTROPUS,59.1,,
CB,1981,1981-09-25,1,51800,HOLOPEDIUM,13.3,,
CB,1981,1981-09-25,1,61701,KELLICOTTIA BOSTONIENSIS,0.9,,
CB,1981,1981-09-25,1,61808,KERATELLA TAUROCEPHALA,211.1,,
CB,1981,1981-09-25,1,61900,LECANE,0.8,,
CB,1981,1981-09-25,1,20601,MESOCYCLOPS EDAX,13.2,,
CB,1981,1981-09-25,1,62400,MONOSTYLA,0.4,,
CB,1981,1981-09-25,1,63000,POLYARTHRA,0.4,,
CB,1981,1981-09-25,1,63600,TRICHOCERCA,1.3,,
CB,1981,1981-09-25,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,17.3,,
CB,1981,1981-10-23,1,60300,ASPLANCHNA,0.4,,
CB,1981,1981-10-23,1,60500,CEPHALODELLA,1.8,,
CB,1981,1981-10-23,1,51000,CHYDORUS,0.8,,
CB,1981,1981-10-23,1,10000,COPEPOD NAUPLII,0.4,,
CB,1981,1981-10-23,1,51130,DAPHNIA PULICARIA,1.8,,
CB,1981,1981-10-23,1,61500,GASTROPUS,36,,
CB,1981,1981-10-23,1,51800,HOLOPEDIUM,2.7,,
CB,1981,1981-10-23,1,61701,KELLICOTTIA BOSTONIENSIS,25.3,,
CB,1981,1981-10-23,1,61805,KERATELLA HIEMALIS,6.2,,
CB,1981,1981-10-23,1,61808,KERATELLA TAUROCEPHALA,123.1,,
CB,1981,1981-10-23,1,61900,LECANE,0.9,,
CB,1981,1981-10-23,1,62400,MONOSTYLA,0.9,,
CB,1981,1981-10-23,1,63600,TRICHOCERCA,0.4,,
CB,1981,1981-10-23,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,7.6,,
CB,1981,1981-12-08,1,60300,ASPLANCHNA,3.1,,
CB,1981,1981-12-08,1,60400,BRACHIONUS,2,,
CB,1981,1981-12-08,1,60405,BRACHIONUS QUADRIDENTATUS,0.9,,
CB,1981,1981-12-08,1,51000,CHYDORUS,2,,
CB,1981,1981-12-08,1,61500,GASTROPUS,132.4,,
CB,1981,1981-12-08,1,61701,KELLICOTTIA BOSTONIENSIS,12.4,,
CB,1981,1981-12-08,1,61801,KERATELLA COCHLEARIS,1.8,,
CB,1981,1981-12-08,1,61805,KERATELLA HIEMALIS,86.8,,
CB,1981,1981-12-08,1,61808,KERATELLA TAUROCEPHALA,88.7,,
CB,1981,1981-12-08,1,61900,LECANE,0.4,,
CB,1981,1981-12-08,1,62300,MONOMMATA,1.8,,
CB,1981,1981-12-08,1,62400,MONOSTYLA,0.9,,
CB,1981,1981-12-08,1,63000,POLYARTHRA,5.2,,
CB,1981,1981-12-08,1,63100,POMPHOLYX,0.5,,
CB,1981,1981-12-08,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.5,,
CB,1982,1982-01-18,1,60300,ASPLANCHNA,115.6,,
CB,1982,1982-01-18,1,60405,BRACHIONUS QUADRIDENTATUS,1.7,,
CB,1982,1982-01-18,1,51000,CHYDORUS,0.9,,
CB,1982,1982-01-18,1,10000,COPEPOD NAUPLII,0.9,,
CB,1982,1982-01-18,1,61500,GASTROPUS,57.3,,
CB,1982,1982-01-18,1,61701,KELLICOTTIA BOSTONIENSIS,950.7,,
CB,1982,1982-01-18,1,61801,KERATELLA COCHLEARIS,413.8,,
CB,1982,1982-01-18,1,61803,KERATELLA CRASSA,1.8,,
CB,1982,1982-01-18,1,61805,KERATELLA HIEMALIS,2174.7,,
CB,1982,1982-01-18,1,61808,KERATELLA TAUROCEPHALA,70.6,,
CB,1982,1982-01-18,1,61900,LECANE,1.3,,
CB,1982,1982-01-18,1,20601,MESOCYCLOPS EDAX,0.4,,
CB,1982,1982-01-18,1,63000,POLYARTHRA,27.6,,
CB,1982,1982-01-18,1,63100,POMPHOLYX,440,,
CB,1982,1982-01-18,1,63400,SYNCHAETA,200.4,,
CB,1982,1982-01-18,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,9.2,,
CB,1982,1982-02-22,1,60300,ASPLANCHNA,9.8,,
CB,1982,1982-02-22,1,51000,CHYDORUS,0.4,,
CB,1982,1982-02-22,1,10000,COPEPOD NAUPLII,0.4,,
CB,1982,1982-02-22,1,61500,GASTROPUS,24.9,,
CB,1982,1982-02-22,1,61701,KELLICOTTIA BOSTONIENSIS,2032.5,,
CB,1982,1982-02-22,1,61805,KERATELLA HIEMALIS,3284.4,,
CB,1982,1982-02-22,1,61808,KERATELLA TAUROCEPHALA,791.6,,
CB,1982,1982-02-22,1,61900,LECANE,6.2,,
CB,1982,1982-02-22,1,20601,MESOCYCLOPS EDAX,0.8,,
CB,1982,1982-02-22,1,63100,POMPHOLYX,55.1,,
CB,1982,1982-02-22,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,27.1,,
CB,1982,1982-04-07,1,60300,ASPLANCHNA,28.4,,
CB,1982,1982-04-07,1,60405,BRACHIONUS QUADRIDENTATUS,0.4,,
CB,1982,1982-04-07,1,10000,COPEPOD NAUPLII,5.7,,
CB,1982,1982-04-07,1,61500,GASTROPUS,2.6,,
CB,1982,1982-04-07,1,61701,KELLICOTTIA BOSTONIENSIS,848,,
CB,1982,1982-04-07,1,61702,KELLICOTTIA LONGISPINA,2.6,,
CB,1982,1982-04-07,1,61801,KERATELLA COCHLEARIS,184,,
CB,1982,1982-04-07,1,61805,KERATELLA HIEMALIS,2599.1,,
CB,1982,1982-04-07,1,61808,KERATELLA TAUROCEPHALA,0.8,,
CB,1982,1982-04-07,1,61900,LECANE,0.8,,
CB,1982,1982-04-07,1,63000,POLYARTHRA,0.4,,
CB,1982,1982-04-07,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,10.7,,
CB,1982,1982-05-13,1,60300,ASPLANCHNA,6.7,,
CB,1982,1982-05-13,1,51000,CHYDORUS,1.8,,
CB,1982,1982-05-13,1,10000,COPEPOD NAUPLII,7.1,,
CB,1982,1982-05-13,1,51108,DAPHNIA DENTIFERA,2.2,,
CB,1982,1982-05-13,1,61400,FILINIA,0.4,,
CB,1982,1982-05-13,1,61701,KELLICOTTIA BOSTONIENSIS,31.1,,
CB,1982,1982-05-13,1,61702,KELLICOTTIA LONGISPINA,0.9,,
CB,1982,1982-05-13,1,61805,KERATELLA HIEMALIS,4.4,,
CB,1982,1982-05-13,1,61806,KERATELLA QUADRATA,1.3,,
CB,1982,1982-05-13,1,61808,KERATELLA TAUROCEPHALA,371.1,,
CB,1982,1982-05-13,1,20601,MESOCYCLOPS EDAX,0.9,,
CB,1982,1982-05-13,1,62400,MONOSTYLA,1.3,,
CB,1982,1982-05-13,1,63000,POLYARTHRA,0.4,,
CB,1982,1982-05-13,1,63400,SYNCHAETA,0.4,,
CB,1982,1982-05-13,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.3,,
CB,1982,1982-05-24,1,60300,ASPLANCHNA,21.8,,
CB,1982,1982-05-24,1,51000,CHYDORUS,4.4,,
CB,1982,1982-05-24,1,10000,COPEPOD NAUPLII,69.8,,
CB,1982,1982-05-24,1,51130,DAPHNIA PULICARIA,4.5,,
CB,1982,1982-05-24,1,61500,GASTROPUS,40,,
CB,1982,1982-05-24,1,51800,HOLOPEDIUM,1.7,,
CB,1982,1982-05-24,1,61805,KERATELLA HIEMALIS,0.9,,
CB,1982,1982-05-24,1,61808,KERATELLA TAUROCEPHALA,1556.9,,
CB,1982,1982-05-24,1,61900,LECANE,0.4,,
CB,1982,1982-05-24,1,20601,MESOCYCLOPS EDAX,25.8,,
CB,1982,1982-05-24,1,62400,MONOSTYLA,1.3,,
CB,1982,1982-05-24,1,63000,POLYARTHRA,30.2,,
CB,1982,1982-05-24,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.9,,
CB,1982,1982-06-10,1,51000,CHYDORUS,0.9,,
CB,1982,1982-06-10,1,10000,COPEPOD NAUPLII,72.6,,
CB,1982,1982-06-10,1,51130,DAPHNIA PULICARIA,9.7,,
CB,1982,1982-06-10,1,61500,GASTROPUS,39.9,,
CB,1982,1982-06-10,1,51800,HOLOPEDIUM,29.7,,
CB,1982,1982-06-10,1,61701,KELLICOTTIA BOSTONIENSIS,0.4,,
CB,1982,1982-06-10,1,61805,KERATELLA HIEMALIS,0.9,,
CB,1982,1982-06-10,1,61806,KERATELLA QUADRATA,1.1,,
CB,1982,1982-06-10,1,61808,KERATELLA TAUROCEPHALA,3315.1,,
CB,1982,1982-06-10,1,61900,LECANE,1.5,,
CB,1982,1982-06-10,1,20601,MESOCYCLOPS EDAX,39.3,,
CB,1982,1982-06-10,1,62400,MONOSTYLA,0.9,,
CB,1982,1982-06-10,1,63000,POLYARTHRA,34.9,,
CB,1982,1982-06-10,1,63600,TRICHOCERCA,2.9,,
CB,1982,1982-06-10,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,40.3,,
CB,1982,1982-07-06,1,50700,BOSMINIDAE,2.2,,
CB,1982,1982-07-06,1,51000,CHYDORUS,0.5,,
CB,1982,1982-07-06,1,10000,COPEPOD NAUPLII,283.2,,
CB,1982,1982-07-06,1,51130,DAPHNIA PULICARIA,30.4,,
CB,1982,1982-07-06,1,61500,GASTROPUS,6.4,,
CB,1982,1982-07-06,1,51800,HOLOPEDIUM,116.8,,
CB,1982,1982-07-06,1,61701,KELLICOTTIA BOSTONIENSIS,0.5,,
CB,1982,1982-07-06,1,61702,KELLICOTTIA LONGISPINA,8,,
CB,1982,1982-07-06,1,61805,KERATELLA HIEMALIS,1.1,,
CB,1982,1982-07-06,1,61808,KERATELLA TAUROCEPHALA,1340.8,,
CB,1982,1982-07-06,1,61900,LECANE,1.6,,
CB,1982,1982-07-06,1,20601,MESOCYCLOPS EDAX,83.1,,
CB,1982,1982-07-06,1,63000,POLYARTHRA,3.2,,
CB,1982,1982-07-06,1,63100,POMPHOLYX,0.5,,
CB,1982,1982-07-06,1,63600,TRICHOCERCA,22.4,,
CB,1982,1982-07-06,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,102.8,,
CB,1982,1982-08-04,1,50700,BOSMINIDAE,4.4,,
CB,1982,1982-08-04,1,51000,CHYDORUS,0.9,,
CB,1982,1982-08-04,1,10000,COPEPOD NAUPLII,229.8,,
CB,1982,1982-08-04,1,20000,CYCLOPOID,14.3,,
CB,1982,1982-08-04,1,51108,DAPHNIA DENTIFERA,0.4,,
CB,1982,1982-08-04,1,51130,DAPHNIA PULICARIA,19.6,,
CB,1982,1982-08-04,1,61500,GASTROPUS,4.9,,
CB,1982,1982-08-04,1,51800,HOLOPEDIUM,15.1,,
CB,1982,1982-08-04,1,61700,KELLICOTTIA,0.4,,
CB,1982,1982-08-04,1,61805,KERATELLA HIEMALIS,0.9,,
CB,1982,1982-08-04,1,61808,KERATELLA TAUROCEPHALA,140.4,,
CB,1982,1982-08-04,1,61900,LECANE,0.4,,
CB,1982,1982-08-04,1,20601,MESOCYCLOPS EDAX,13.8,,
CB,1982,1982-08-04,1,63600,TRICHOCERCA,0.9,,
CB,1982,1982-08-19,1,60300,ASPLANCHNA,0.4,,
CB,1982,1982-08-19,1,50700,BOSMINIDAE,14.3,,
CB,1982,1982-08-19,1,51000,CHYDORUS,0.4,,
CB,1982,1982-08-19,1,10000,COPEPOD NAUPLII,354.3,,
CB,1982,1982-08-19,1,51130,DAPHNIA PULICARIA,82.7,,
CB,1982,1982-08-19,1,61500,GASTROPUS,11.5,,
CB,1982,1982-08-19,1,51801,HOLOPEDIUM GIBBERUM,6.6,,
CB,1982,1982-08-19,1,61808,KERATELLA TAUROCEPHALA,192.9,,
