lakeid,year4,site,rep,taxon_code,description,number_indiv,flag
SP,1989,24,3,ENALL,Enallagma,6,
SP,1989,24,3,NEMER,Nemertea,12,
SP,1989,24,3,TIPUL,Tipulidae,2,
SP,1989,24,3,BAETI,Baetidae,2,
SP,1989,24,3,AMNIC,Amnicola,1,
SP,1989,24,3,CAENI,Caenis,1,
SP,1989,24,3,HYDRC,Hydracarina,2,
SP,1989,24,3,HALAC,Halacaridae,9,
SP,1989,24,3,HELIS,Helisoma,1,
SP,1989,24,3,EURYL,Eurylophella,1,
SP,1989,24,3,OLIGO,Oligochaeta ,18,
SP,1989,24,3,CERAT,Ceratopogonidae,244,
SP,1990,24,1,OXYTH,Oxyethira,1,
SP,1990,24,1,OSTRA,Ostracoda,70,
SP,1990,24,1,PLANA,Planaria,2,
SP,1990,24,1,ORBIT,Oribatei,10,
SP,1990,24,1,ENALL,Enallagma,17,
SP,1990,24,1,NEMER,Nemertea,2,
SP,1990,24,1,CHIRO,Chironomidae,321,
SP,1990,24,1,HYDRC,Hydracarina,6,
SP,1990,24,1,HALAC,Halacaridae,4,
SP,1990,24,1,HELIS,Helisoma,2,
SP,1990,24,1,EPHED,Ephemerellidae,4,
SP,1990,24,1,STENO,Stenonema,3,
SP,1990,24,1,CAENI,Caenis,4,
SP,1990,24,1,HYALE,Hyalella,17,
SP,1990,24,1,OLIGO,Oligochaeta ,10,
SP,1990,24,2,OSTRA,Ostracoda,50,
SP,1990,24,2,PLANA,Planaria,2,
SP,1990,24,2,ORBIT,Oribatei,1,
SP,1990,24,2,ENALL,Enallagma,12,
SP,1990,24,2,NEMER,Nemertea,6,
SP,1990,24,2,PARAL,Paraleptophlebia,3,
SP,1990,24,2,HYDRC,Hydracarina,1,
SP,1990,24,2,HALAC,Halacaridae,3,
SP,1990,24,2,STENO,Stenonema,2,
SP,1990,24,2,ATENE,Atenella,3,
SP,1990,24,2,DRNEL,Drunella,2,
SP,1990,24,2,CAENI,Caenis,14,
SP,1990,24,2,HYALE,Hyalella,50,
SP,1990,24,2,OLIGO,Oligochaeta ,9,
SP,1990,24,2,CHIRO,Chironomidae,172,
SP,1990,24,3,MYSTA,Mystacides,1,
SP,1990,24,3,OSTRA,Ostracoda,93,
SP,1990,24,3,PLANA,Planaria,1,
SP,1990,24,3,ORBIT,Oribatei,2,
SP,1990,24,3,ENALL,Enallagma,8,
SP,1990,24,3,AMNIC,Amnicola,3,
SP,1990,24,3,HYDRC,Hydracarina,7,
SP,1990,24,3,HALAC,Halacaridae,7,
SP,1990,24,3,HELIS,Helisoma,1,
SP,1990,24,3,PARAL,Paraleptophlebia,3,
SP,1990,24,3,EPHED,Ephemerellidae,5,
SP,1990,24,3,CAENI,Caenis,7,
SP,1990,24,3,HYALE,Hyalella,27,
SP,1990,24,3,OLIGO,Oligochaeta ,7,
SP,1990,24,3,CHIRO,Chironomidae,217,
SP,1991,24,1,POLYD,Polycentropodidae,6,
SP,1991,24,1,TRICH,Trichoptera,1,
SP,1991,24,1,POLYC,Polycentropus,7,
SP,1991,24,1,PLANA,Planaria,6,
SP,1991,24,1,ORBIT,Oribatei,10,
SP,1991,24,1,ENALL,Enallagma,9,
SP,1991,24,1,OECET,Oecetis,1,
SP,1991,24,1,OSTRA,Ostracoda,21,
SP,1991,24,1,NEMER,Nemertea,2,
SP,1991,24,1,HYALE,Hyalella,31,
SP,1991,24,1,HALAC,Halacaridae,5,
SP,1991,24,1,EPHEM,Ephemeroptera,3,
SP,1991,24,1,PARAL,Paraleptophlebia,34,
SP,1991,24,1,EPHED,Ephemerellidae,2,
SP,1991,24,1,TIMPA,Timpagoga,3,
SP,1991,24,1,CAENI,Caenis,40,
SP,1991,24,1,EURYL,Eurylophella,4,
SP,1991,24,1,OLIGO,Oligochaeta ,14,
SP,1991,24,1,CHIRO,Chironomidae,271,
SP,1991,24,2,POLYC,Polycentropus,1,
SP,1991,24,2,TRIAE,Triaenodes,2,
SP,1991,24,2,LEPTO,Leptoceridae,1,
SP,1991,24,2,OECET,Oecetis,1,
SP,1991,24,2,PLANA,Planaria,2,
SP,1991,24,2,OSTRA,Ostracoda,29,
SP,1991,24,2,ORBIT,Oribatei,10,
SP,1991,24,2,ENALL,Enallagma,33,
SP,1991,24,2,NEMER,Nemertea,1,
SP,1991,24,2,CHIRO,Chironomidae,314,
SP,1991,24,2,OLIGO,Oligochaeta ,24,
SP,1991,24,2,HYDRC,Hydracarina,4,
SP,1991,24,2,HALAC,Halacaridae,4,
SP,1991,24,2,HELIS,Helisoma,1,
SP,1991,24,2,EPHEM,Ephemeroptera,10,
SP,1991,24,2,PARAL,Paraleptophlebia,37,
SP,1991,24,2,EPHED,Ephemerellidae,3,
SP,1991,24,2,STENO,Stenonema,3,
SP,1991,24,2,EURYL,Eurylophella,25,
SP,1991,24,2,CAENI,Caenis,68,
SP,1991,24,2,ATENE,Atenella,11,
SP,1991,24,2,HYALE,Hyalella,12,
SP,1991,24,3,OECET,Oecetis,1,
SP,1991,24,3,PLANA,Planaria,2,
SP,1991,24,3,ODONA,Odonata,2,
SP,1991,24,3,OSTRA,Ostracoda,5,
SP,1991,24,3,ENALL,Enallagma,13,
SP,1991,24,3,COENA,Coenagrionidae,1,
SP,1991,24,3,CHIRO,Chironomidae,419,
SP,1991,24,3,ORBIT,Oribatei,6,
SP,1991,24,3,BASIA,Basiaeschna,1,
SP,1991,24,3,HALAC,Halacaridae,9,
SP,1991,24,3,HYDRC,Hydracarina,1,
SP,1991,24,3,EPHEM,Ephemeroptera,7,
SP,1991,24,3,PARAL,Paraleptophlebia,36,
SP,1991,24,3,EPHED,Ephemerellidae,7,
SP,1991,24,3,STENO,Stenonema,2,
SP,1991,24,3,EURYL,Eurylophella,18,
SP,1991,24,3,CAENI,Caenis,51,
SP,1991,24,3,HYALE,Hyalella,16,
SP,1991,24,3,OLIGO,Oligochaeta ,14,
SP,1991,24,3,CERAT,Ceratopogonidae,2,
SP,1992,24,1,POLYC,Polycentropus,1,
SP,1992,24,1,BASIA,Basiaeschna,1,
SP,1992,24,1,HYDRC,Hydracarina,2,
SP,1992,24,1,HALAC,Halacaridae,2,
SP,1992,24,1,PARAL,Paraleptophlebia,51,
SP,1992,24,1,STENO,Stenonema,5,
SP,1992,24,1,EPHED,Ephemerellidae,1,
SP,1992,24,1,CAENI,Caenis,14,
SP,1992,24,1,HYALE,Hyalella,16,
SP,1992,24,1,OLIGO,Oligochaeta ,10,
SP,1992,24,1,CHIRO,Chironomidae,93,
SP,1992,24,2,PARAN,Paranyctiophylax,1,
SP,1992,24,2,ORBIT,Oribatei,12,
SP,1992,24,2,ENALL,Enallagma,3,
SP,1992,24,2,NEMER,Nemertea,2,
SP,1992,24,2,TIPUL,Tipulidae,1,
SP,1992,24,2,PLANA,Planaria,8,
SP,1992,24,2,OSTRA,Ostracoda,29,
SP,1992,24,2,STENO,Stenonema,4,
SP,1992,24,2,OLIGO,Oligochaeta ,31,
SP,1992,24,2,HYDRC,Hydracarina,10,
SP,1992,24,2,HALAC,Halacaridae,21,
SP,1992,24,2,EPHEM,Ephemeroptera,4,
SP,1992,24,2,AMNIC,Amnicola,1,
SP,1992,24,2,PARAL,Paraleptophlebia,42,
SP,1992,24,2,CAENI,Caenis,43,
SP,1992,24,2,EURYL,Eurylophella,4,
SP,1992,24,2,HYALE,Hyalella,37,
SP,1992,24,2,CERAT,Ceratopogonidae,2,
SP,1992,24,2,CHIRO,Chironomidae,267,
SP,1992,24,3,TRICH,Trichoptera,2,
SP,1992,24,3,OXYTH,Oxyethira,1,
SP,1992,24,3,ORBIT,Oribatei,5,
SP,1992,24,3,OSTRA,Ostracoda,6,
SP,1992,24,3,BOYER,Boyeria,1,
SP,1992,24,3,ENALL,Enallagma,2,
SP,1992,24,3,PLANA,Planaria,6,
SP,1992,24,3,EPHED,Ephemerellidae,1,
SP,1992,24,3,HYDRC,Hydracarina,11,
SP,1992,24,3,HALAC,Halacaridae,19,
SP,1992,24,3,EPHEM,Ephemeroptera,8,
SP,1992,24,3,PARAL,Paraleptophlebia,34,
SP,1992,24,3,STENO,Stenonema,1,
SP,1992,24,3,CAENI,Caenis,26,
SP,1992,24,3,HYALE,Hyalella,12,
SP,1992,24,3,OLIGO,Oligochaeta ,25,
SP,1992,24,3,CHIRO,Chironomidae,239,
SP,1993,24,1,OECET,Oecetis,1,
SP,1993,24,1,PLANA,Planaria,3,
SP,1993,24,1,OSTRA,Ostracoda,40,
SP,1993,24,1,HAGEN,Hagenius,2,
SP,1993,24,1,ORBIT,Oribatei,2,
SP,1993,24,1,ENALL,Enallagma,10,
SP,1993,24,1,MACRO,Macromia,2,
SP,1993,24,1,POLYC,Polycentropus,5,
SP,1993,24,1,HYALE,Hyalella,28,
SP,1993,24,1,TIPUL,Tipulidae,2,
SP,1993,24,1,HYDRC,Hydracarina,3,
SP,1993,24,1,PLANO,Planorbidae,1,
SP,1993,24,1,EPHEM,Ephemeroptera,3,
SP,1993,24,1,PARAL,Paraleptophlebia,71,
SP,1993,24,1,STENO,Stenonema,6,
SP,1993,24,1,EPHED,Ephemerellidae,2,
SP,1993,24,1,CAENI,Caenis,35,
SP,1993,24,1,OLIGO,Oligochaeta ,11,
SP,1993,24,1,CERAT,Ceratopogonidae,1,
SP,1993,24,1,CHIRO,Chironomidae,265,
SP,1993,24,2,POLYC,Polycentropus,3,
SP,1993,24,2,TRIAE,Triaenodes,1,
SP,1993,24,2,PLANA,Planaria,11,
SP,1993,24,2,OSTRA,Ostracoda,9,
SP,1993,24,2,ENALL,Enallagma,7,
SP,1993,24,2,BOYER,Boyeria,1,
SP,1993,24,2,NEMER,Nemertea,2,
SP,1993,24,2,BAETI,Baetidae,1,
SP,1993,24,2,ORBIT,Oribatei,10,
SP,1993,24,2,CHIRO,Chironomidae,548,
SP,1993,24,2,HYDRC,Hydracarina,2,
SP,1993,24,2,HALAC,Halacaridae,7,
SP,1993,24,2,EPHEM,Ephemeroptera,2,
SP,1993,24,2,PARAL,Paraleptophlebia,53,
SP,1993,24,2,STENO,Stenonema,3,
SP,1993,24,2,EPHED,Ephemerellidae,1,
SP,1993,24,2,CAENI,Caenis,40,
SP,1993,24,2,EURYL,Eurylophella,1,
SP,1993,24,2,HYALE,Hyalella,53,
SP,1993,24,2,HIRUD,Hirudinea,1,
SP,1993,24,2,OLIGO,Oligochaeta ,23,
SP,1993,24,3,TRICH,Trichoptera,1,
SP,1993,24,3,PARAN,Paranyctiophylax,1,
SP,1993,24,3,LEPTO,Leptoceridae,1,
SP,1993,24,3,PLANA,Planaria,7,
SP,1993,24,3,ORBIT,Oribatei,3,
SP,1993,24,3,ENALL,Enallagma,2,
SP,1993,24,3,POLYC,Polycentropus,7,
SP,1993,24,3,OSTRA,Ostracoda,11,
SP,1993,24,3,HYDRC,Hydracarina,9,
SP,1993,24,3,HALAC,Halacaridae,5,
SP,1993,24,3,EPHEM,Ephemeroptera,1,
SP,1993,24,3,PARAL,Paraleptophlebia,38,
SP,1993,24,3,STENO,Stenonema,6,
SP,1993,24,3,EURYL,Eurylophella,1,
SP,1993,24,3,CAENI,Caenis,9,
SP,1993,24,3,HYALE,Hyalella,23,
SP,1993,24,3,OLIGO,Oligochaeta ,3,
SP,1993,24,3,CERAT,Ceratopogonidae,1,
SP,1993,24,3,CHIRO,Chironomidae,155,
SP,1994,24,1,POLYC,Polycentropus,1,
SP,1994,24,1,POLYD,Polycentropodidae,1,
SP,1994,24,1,PLANA,Planaria,6,
SP,1994,24,1,ORBIT,Oribatei,3,
SP,1994,24,1,ENALL,Enallagma,11,
SP,1994,24,1,BOYER,Boyeria,1,
SP,1994,24,1,NEMER,Nemertea,1,
SP,1994,24,1,OECET,Oecetis,1,
SP,1994,24,1,OSTRA,Ostracoda,10,
SP,1994,24,1,HALAC,Halacaridae,2,
SP,1994,24,1,EPHEM,Ephemeroptera,2,
SP,1994,24,1,PARAL,Paraleptophlebia,93,
SP,1994,24,1,STENO,Stenonema,6,
SP,1994,24,1,EPHED,Ephemerellidae,1,
SP,1994,24,1,CAENI,Caenis,17,
SP,1994,24,1,HYALE,Hyalella,31,
SP,1994,24,1,OLIGO,Oligochaeta ,7,
SP,1994,24,1,ELMID,Elmidae,1,
SP,1994,24,1,CHIRO,Chironomidae,199,
SP,1994,24,2,TRICH,Trichoptera,1,
SP,1994,24,2,POLYC,Polycentropus,4,
SP,1994,24,2,TRIAE,Triaenodes,3,
SP,1994,24,2,YLODE,Ylodes,3,
SP,1994,24,2,LEPTO,Leptoceridae,2,
SP,1994,24,2,HYDRP,Hydroptila,1,
SP,1994,24,2,PLANA,Planaria,8,
SP,1994,24,2,OSTRA,Ostracoda,34,
SP,1994,24,2,PELEC,Pelecypoda,4,
SP,1994,24,2,ORBIT,Oribatei,11,
SP,1994,24,2,ENALL,Enallagma,13,
SP,1994,24,2,EPITH,Epitheca,1,
SP,1994,24,2,NEMER,Nemertea,1,
SP,1994,24,2,CHIRO,Chironomidae,299,
SP,1994,24,2,HYALE,Hyalella,35,
SP,1994,24,2,BASIA,Basiaeschna,1,
SP,1994,24,2,HALAC,Halacaridae,2,
SP,1994,24,2,EPHEM,Ephemeroptera,6,
SP,1994,24,2,PARAL,Paraleptophlebia,63,
SP,1994,24,2,STENO,Stenonema,1,
SP,1994,24,2,TIMPA,Timpagoga,1,
SP,1994,24,2,EPHED,Ephemerellidae,1,
SP,1994,24,2,DRNEL,Drunella,1,
SP,1994,24,2,EURYL,Eurylophella,1,
SP,1994,24,2,CAENI,Caenis,10,
SP,1994,24,2,OLIGO,Oligochaeta ,30,
SP,1994,24,2,CERAT,Ceratopogonidae,3,
SP,1994,24,3,POLYD,Polycentropodidae,1,
SP,1994,24,3,MYSTA,Mystacides,1,
SP,1994,24,3,PLANA,Planaria,5,
SP,1994,24,3,PELEC,Pelecypoda,1,
SP,1994,24,3,OSTRA,Ostracoda,21,
SP,1994,24,3,ORBIT,Oribatei,1,
SP,1994,24,3,ENALL,Enallagma,7,
SP,1994,24,3,NEMER,Nemertea,6,
SP,1994,24,3,TIPUL,Tipulidae,1,
SP,1994,24,3,POLYC,Polycentropus,1,
SP,1994,24,3,LEPTO,Leptoceridae,1,
SP,1994,24,3,PLANO,Planorbidae,1,
SP,1994,24,3,PARAL,Paraleptophlebia,12,
SP,1994,24,3,HYDRC,Hydracarina,9,
SP,1994,24,3,HALAC,Halacaridae,6,
SP,1994,24,3,EPHEM,Ephemeroptera,3,
SP,1994,24,3,EPHED,Ephemerellidae,2,
SP,1994,24,3,STENO,Stenonema,4,
SP,1994,24,3,CAENI,Caenis,24,
SP,1994,24,3,HYALE,Hyalella,67,
SP,1994,24,3,OLIGO,Oligochaeta ,17,
SP,1994,24,3,CERAT,Ceratopogonidae,2,
SP,1994,24,3,CHIRO,Chironomidae,153,
SP,1995,24,1,POLYD,Polycentropodidae,1,
SP,1995,24,1,LEPTO,Leptoceridae,2,
SP,1995,24,1,PLANA,Planaria,5,
SP,1995,24,1,OSTRA,Ostracoda,20,
SP,1995,24,1,ORBIT,Oribatei,2,
SP,1995,24,1,ENALL,Enallagma,11,
SP,1995,24,1,COENA,Coenagrionidae,2,
SP,1995,24,1,POLYC,Polycentropus,3,
SP,1995,24,1,HYALE,Hyalella,37,
SP,1995,24,1,CERAT,Ceratopogonidae,3,
SP,1995,24,1,HYDRC,Hydracarina,1,
SP,1995,24,1,HALAC,Halacaridae,7,
SP,1995,24,1,PLANO,Planorbidae,2,
SP,1995,24,1,EPHEM,Ephemeroptera,2,
SP,1995,24,1,STENO,Stenonema,15,
SP,1995,24,1,PARAL,Paraleptophlebia,12,
SP,1995,24,1,CAENI,Caenis,22,
SP,1995,24,1,OLIGO,Oligochaeta ,29,
SP,1995,24,1,CHIRO,Chironomidae,138,
SP,1995,24,2,POLYC,Polycentropus,1,
SP,1995,24,2,SETOD,Setodes,1,
SP,1995,24,2,TRIAE,Triaenodes,1,
SP,1995,24,2,LEPTO,Leptoceridae,1,
SP,1995,24,2,OECET,Oecetis,1,
SP,1995,24,2,PLANA,Planaria,5,
SP,1995,24,2,OSTRA,Ostracoda,59,
SP,1995,24,2,PELEC,Pelecypoda,1,
SP,1995,24,2,ENALL,Enallagma,10,
SP,1995,24,2,POLYD,Polycentropodidae,1,
SP,1995,24,2,ORBIT,Oribatei,9,
SP,1995,24,2,NEMER,Nemertea,1,
SP,1995,24,2,CERAT,Ceratopogonidae,2,
SP,1995,24,2,HYDRC,Hydracarina,5,
SP,1995,24,2,HALAC,Halacaridae,4,
SP,1995,24,2,GYRAU,Gyraulus,1,
SP,1995,24,2,EPHEM,Ephemeroptera,2,
SP,1995,24,2,STENO,Stenonema,6,
SP,1995,24,2,PARAL,Paraleptophlebia,5,
SP,1995,24,2,EPHED,Ephemerellidae,2,
SP,1995,24,2,CAENI,Caenis,7,
SP,1995,24,2,HYALE,Hyalella,38,
SP,1995,24,2,OLIGO,Oligochaeta ,16,
SP,1995,24,2,DUBIR,Dubiraphia,1,
SP,1995,24,2,CHIRO,Chironomidae,133,
SP,1995,24,3,LEPTO,Leptoceridae,2,
SP,1995,24,3,POLYD,Polycentropodidae,1,
SP,1995,24,3,TRIAE,Triaenodes,1,
SP,1995,24,3,OXYTH,Oxyethira,1,
SP,1995,24,3,ENALL,Enallagma,6,
SP,1995,24,3,POLYC,Polycentropus,2,
SP,1995,24,3,MYSTA,Mystacides,2,
SP,1995,24,3,HYDRC,Hydracarina,2,
SP,1995,24,3,PARAL,Paraleptophlebia,8,
SP,1995,24,3,STENO,Stenonema,5,
SP,1995,24,3,HALAC,Halacaridae,3,
SP,1995,24,3,CAENI,Caenis,6,
SP,1995,24,3,HYALE,Hyalella,53,
SP,1995,24,3,OLIGO,Oligochaeta ,19,
SP,1995,24,3,CERAT,Ceratopogonidae,1,
SP,1995,24,3,CHIRO,Chironomidae,105,
SP,1996,24,1,LEPTO,Leptoceridae,2,
SP,1996,24,1,PLANA,Planaria,7,
SP,1996,24,1,ORBIT,Oribatei,7,
SP,1996,24,1,ENALL,Enallagma,9,
SP,1996,24,1,OSTRA,Ostracoda,24,
SP,1996,24,1,PARAL,Paraleptophlebia,96,
SP,1996,24,1,HYDRC,Hydracarina,5,
SP,1996,24,1,HALAC,Halacaridae,6,
SP,1996,24,1,EPHEM,Ephemeroptera,4,
SP,1996,24,1,STENO,Stenonema,6,
SP,1996,24,1,CAENI,Caenis,7,
SP,1996,24,1,HYALE,Hyalella,14,
SP,1996,24,1,OLIGO,Oligochaeta ,32,
SP,1996,24,1,CHIRO,Chironomidae,120,
SP,1996,24,2,LEPTO,Leptoceridae,3,
SP,1996,24,2,POLYC,Polycentropus,3,
SP,1996,24,2,OXYTH,Oxyethira,1,
SP,1996,24,2,PLANA,Planaria,1,
SP,1996,24,2,OSTRA,Ostracoda,18,
SP,1996,24,2,ORBIT,Oribatei,3,
SP,1996,24,2,EPITH,Epitheca,1,
SP,1996,24,2,ENALL,Enallagma,5,
SP,1996,24,2,HYDRC,Hydracarina,10,
SP,1996,24,2,HALAC,Halacaridae,5,
SP,1996,24,2,EPHEM,Ephemeroptera,3,
SP,1996,24,2,PARAL,Paraleptophlebia,17,
SP,1996,24,2,STENO,Stenonema,7,
SP,1996,24,2,CAENI,Caenis,14,
SP,1996,24,2,HYALE,Hyalella,30,
SP,1996,24,2,OLIGO,Oligochaeta ,25,
SP,1996,24,2,CERAT,Ceratopogonidae,1,
SP,1996,24,2,CHIRO,Chironomidae,178,
SP,1996,24,3,OSTRA,Ostracoda,17,
SP,1996,24,3,ORBIT,Oribatei,11,
SP,1996,24,3,ENALL,Enallagma,5,
SP,1996,24,3,AESHA,Aeshna,1,
SP,1996,24,3,PLANA,Planaria,5,
SP,1996,24,3,EPHED,Ephemerellidae,1,
SP,1996,24,3,HYDRC,Hydracarina,8,
SP,1996,24,3,HALAC,Halacaridae,4,
SP,1996,24,3,EPHEM,Ephemeroptera,2,
SP,1996,24,3,PARAL,Paraleptophlebia,52,
SP,1996,24,3,STENO,Stenonema,1,
SP,1996,24,3,CAENI,Caenis,12,
SP,1996,24,3,HYALE,Hyalella,23,
SP,1996,24,3,OLIGO,Oligochaeta ,33,
SP,1996,24,3,CERAT,Ceratopogonidae,1,
SP,1996,24,3,CHIRO,Chironomidae,191,
SP,1997,24,1,POLYC,Polycentropus,1,
SP,1997,24,1,PLANA,Planaria,2,
SP,1997,24,1,OSTRA,Ostracoda,10,
SP,1997,24,1,ENALL,Enallagma,3,
SP,1997,24,1,BASIA,Basiaeschna,1,
SP,1997,24,1,CHIRO,Chironomidae,69,
SP,1997,24,1,HYDRC,Hydracarina,19,
SP,1997,24,1,EPHEM,Ephemeroptera,5,
SP,1997,24,1,PARAL,Paraleptophlebia,14,
SP,1997,24,1,STENO,Stenonema,2,
SP,1997,24,1,CAENI,Caenis,4,
SP,1997,24,1,HYALE,Hyalella,41,
SP,1997,24,1,OLIGO,Oligochaeta ,11,
SP,1997,24,2,TRICH,Trichoptera,1,
SP,1997,24,2,TRIAE,Triaenodes,1,
SP,1997,24,2,PLANA,Planaria,6,
SP,1997,24,2,OSTRA,Ostracoda,92,
SP,1997,24,2,ENALL,Enallagma,7,
SP,1997,24,2,OLIGO,Oligochaeta ,22,
SP,1997,24,2,CURCU,Curculionidae,1,
SP,1997,24,2,HYDRC,Hydracarina,2,
SP,1997,24,2,HALAC,Halacaridae,4,
SP,1997,24,2,GYRAU,Gyraulus,1,
SP,1997,24,2,EPHEM,Ephemeroptera,1,
SP,1997,24,2,HEPTA,Heptageniidae,1,
SP,1997,24,2,PARAL,Paraleptophlebia,12,
SP,1997,24,2,STENO,Stenonema,4,
SP,1997,24,2,EPHED,Ephemerellidae,1,
SP,1997,24,2,CAENI,Caenis,3,
SP,1997,24,2,HYALE,Hyalella,35,
SP,1997,24,2,CHIRO,Chironomidae,113,
SP,1997,24,3,TRICH,Trichoptera,1,
SP,1997,24,3,TRIAE,Triaenodes,1,
SP,1997,24,3,MYSTA,Mystacides,1,
SP,1997,24,3,PLANA,Planaria,4,
SP,1997,24,3,OSTRA,Ostracoda,18,
SP,1997,24,3,ENALL,Enallagma,9,
SP,1997,24,3,HYDRC,Hydracarina,1,
SP,1997,24,3,HALAC,Halacaridae,2,
SP,1997,24,3,EPHEM,Ephemeroptera,2,
SP,1997,24,3,STENO,Stenonema,6,
SP,1997,24,3,PARAL,Paraleptophlebia,8,
SP,1997,24,3,CAENI,Caenis,3,
SP,1997,24,3,HYALE,Hyalella,16,
SP,1997,24,3,OLIGO,Oligochaeta ,49,
SP,1997,24,3,CERAT,Ceratopogonidae,1,
SP,1997,24,3,CHIRO,Chironomidae,148,
SP,1998,24,1,POLYC,Polycentropus,2,
SP,1998,24,1,PLANA,Planaria,11,
SP,1998,24,1,OSTRA,Ostracoda,21,
SP,1998,24,1,NEMER,Nemertea,1,
SP,1998,24,1,DIPTE,Diptera,1,
SP,1998,24,1,MACRI,Macromiinae,1,
SP,1998,24,1,ENALL,Enallagma,3,
SP,1998,24,1,HALAC,Halacaridae,3,
SP,1998,24,1,STENO,Stenonema,8,
SP,1998,24,1,HYDRC,Hydracarina,15,
SP,1998,24,1,GYRAU,Gyraulus,1,
SP,1998,24,1,EPHEM,Ephemeroptera,4,
SP,1998,24,1,PARAL,Paraleptophlebia,19,
SP,1998,24,1,CAENI,Caenis,5,
SP,1998,24,1,HYALE,Hyalella,98,
SP,1998,24,1,OLIGO,Oligochaeta ,55,
SP,1998,24,1,COLLE,Collembola,2,
SP,1998,24,1,CHIRO,Chironomidae,268,
SP,1998,24,2,POLYD,Polycentropodidae,2,
SP,1998,24,2,TRICH,Trichoptera,1,
SP,1998,24,2,ORCON,Orconectes,1,
SP,1998,24,2,POLYC,Polycentropus,1,
SP,1998,24,2,OECET,Oecetis,1,
SP,1998,24,2,TRIAE,Triaenodes,3,
SP,1998,24,2,PLANA,Planaria,11,
SP,1998,24,2,OSTRA,Ostracoda,15,
SP,1998,24,2,ENALL,Enallagma,6,
SP,1998,24,2,CAENI,Caenis,1,
SP,1998,24,2,HYDRC,Hydracarina,6,
SP,1998,24,2,HALAC,Halacaridae,3,
SP,1998,24,2,EPHEM,Ephemeroptera,2,
SP,1998,24,2,PARAL,Paraleptophlebia,18,
SP,1998,24,2,STENO,Stenonema,8,
SP,1998,24,2,HEPTA,Heptageniidae,3,
SP,1998,24,2,HYALE,Hyalella,71,
SP,1998,24,2,OLIGO,Oligochaeta ,56,
SP,1998,24,2,CHIRO,Chironomidae,138,
SP,1998,24,3,THYSA,Thysanura,1,
SP,1998,24,3,PLANA,Planaria,6,
SP,1998,24,3,OSTRA,Ostracoda,30,
SP,1998,24,3,ORBIT,Oribatei,2,
SP,1998,24,3,NEMER,Nemertea,7,
SP,1998,24,3,ENALL,Enallagma,6,
SP,1998,24,3,STENO,Stenonema,10,
SP,1998,24,3,HYALE,Hyalella,46,
SP,1998,24,3,HYDRC,Hydracarina,5,
SP,1998,24,3,HALAC,Halacaridae,2,
SP,1998,24,3,EPHEM,Ephemeroptera,6,
SP,1998,24,3,PARAL,Paraleptophlebia,7,
SP,1998,24,3,CAENI,Caenis,3,
SP,1998,24,3,OLIGO,Oligochaeta ,41,
SP,1998,24,3,CHIRO,Chironomidae,163,
SP,2000,24,1,PLANA,Planaria,11,
SP,2000,24,1,HYDRP,Hydroptila,1,
SP,2000,24,1,OSTRA,Ostracoda,30,
SP,2000,24,1,PELEC,Pelecypoda,1,
SP,2000,24,1,HAGEN,Hagenius,1,
SP,2000,24,1,ORBIT,Oribatei,2,
SP,2000,24,1,ENALL,Enallagma,11,
SP,2000,24,1,CAENI,Caenis,14,
SP,2000,24,1,BAETI,Baetidae,1,
SP,2000,24,1,HYDRC,Hydracarina,17,
SP,2000,24,1,HALAC,Halacaridae,1,
SP,2000,24,1,EPHEM,Ephemeroptera,3,
SP,2000,24,1,STENO,Stenonema,6,
SP,2000,24,1,HYALE,Hyalella,100,
SP,2000,24,1,OLIGO,Oligochaeta ,22,
SP,2000,24,1,DUBIR,Dubiraphia,1,
SP,2000,24,1,CHIRO,Chironomidae,139,
SP,2000,24,2,TRIAE,Triaenodes,2,
SP,2000,24,2,LEPTO,Leptoceridae,1,
SP,2000,24,2,OSTRA,Ostracoda,39,
SP,2000,24,2,ENALL,Enallagma,15,
SP,2000,24,2,ISOPO,Isopoda,8,
SP,2000,24,2,POLYC,Polycentropus,1,
SP,2000,24,2,PLANA,Planaria,4,
SP,2000,24,2,STENO,Stenonema,4,
SP,2000,24,2,OLIGO,Oligochaeta ,27,
SP,2000,24,2,CHIRO,Chironomidae,83,
SP,2000,24,2,HYDRC,Hydracarina,4,
SP,2000,24,2,GYRAU,Gyraulus,12,
SP,2000,24,2,EPHEM,Ephemeroptera,4,
SP,2000,24,2,CAENI,Caenis,12,
SP,2000,24,2,HYALE,Hyalella,79,
SP,2000,24,3,TRICH,Trichoptera,1,
SP,2000,24,3,TRIAE,Triaenodes,3,
SP,2000,24,3,PLANA,Planaria,2,
SP,2000,24,3,ORBIT,Oribatei,2,
SP,2000,24,3,OSTRA,Ostracoda,10,
SP,2000,24,3,ENALL,Enallagma,16,
SP,2000,24,3,ISOPO,Isopoda,14,
SP,2000,24,3,DIPTE,Diptera,1,
SP,2000,24,3,OLIGO,Oligochaeta ,36,
SP,2000,24,3,BASIA,Basiaeschna,1,
SP,2000,24,3,HYDRC,Hydracarina,10,
SP,2000,24,3,GYRAU,Gyraulus,5,
SP,2000,24,3,HALAC,Halacaridae,3,
SP,2000,24,3,EPHEM,Ephemeroptera,3,
SP,2000,24,3,STENO,Stenonema,6,
SP,2000,24,3,PARAL,Paraleptophlebia,1,
SP,2000,24,3,CAENI,Caenis,4,
