lakeid,year4,sampledate,taxon,species_code,density,avg_length,comments
ME,1978,1978-03-15,DAPHNIA MENDOTAE,51103,2000,1.35,
ME,1978,1978-03-15,DAPHNIA MENDOTAE JUVENILE,51103,4000,0.97,
ME,1978,1978-03-15,DIACYCLOPS THOMASI,20302,253000,1.56,
ME,1978,1978-03-15,KERATELLA COCHLEARIS,61801,52000,0.14,
ME,1978,1978-03-15,KERATELLA QUADRATA,61806,98000,0.13,
ME,1978,1978-03-15,LEPTODIAPTOMUS SICILIS,30403,89000,1.26,
ME,1978,1978-03-15,LEPTODIAPTOMUS SICILOIDES,30404,252000,1.32,
ME,1978,1978-04-17,AGLAODIAPTOMUS CLAVIPES,30901,15000,2.03,
ME,1978,1978-04-17,COPEPOD NAUPLII,10000,1496000,0.27,
ME,1978,1978-04-17,CYCLOPOIDA COPEPODITES,20000,542000,0.69,
ME,1978,1978-04-17,DAPHNIA MENDOTAE,51103,1000,1.65,
ME,1978,1978-04-17,DAPHNIA MENDOTAE JUVENILE,51103,2000,0.93,
ME,1978,1978-04-17,DAPHNIA PULICARIA JUVENILE,51130,1000,1.11,
ME,1978,1978-04-17,DIACYCLOPS THOMASI,20302,147000,1.38,
ME,1978,1978-04-17,KERATELLA COCHLEARIS,61801,10000,0.1,
ME,1978,1978-04-17,KERATELLA QUADRATA,61806,173000,0.15,
ME,1978,1978-04-17,LEPTODIAPTOMUS SICILIS,30403,126000,1.23,
ME,1978,1978-04-17,LEPTODIAPTOMUS SICILOIDES,30404,173000,1.46,
ME,1978,1978-04-17,NOTHOLCA ACUMINATA,62601,5000,0.15,
ME,1978,1978-06-15,BOSMINA LONGIROSTRIS,50701,59000,0.33,
ME,1978,1978-06-15,CALANOIDA COPEPODITES,30000,146000,0.76,
ME,1978,1978-06-15,CHYDORUS SPHAERICUS,51005,104000,0.26,
ME,1978,1978-06-15,CONOCHILUS UNICORNIS,60902,158000,0.09,
ME,1978,1978-06-15,COPEPOD NAUPLII,10000,3099000,0.19,
ME,1978,1978-06-15,CYCLOPOIDA COPEPODITES,20000,820000,0.68,
ME,1978,1978-06-15,DAPHNIA MENDOTAE,51103,90000,1.63,
ME,1978,1978-06-15,DAPHNIA MENDOTAE JUVENILE,51103,216000,0.82,
ME,1978,1978-06-15,DIACYCLOPS THOMASI,20302,1499000,1.25,
ME,1978,1978-06-15,DIAPHANOSOMA BIRGEI JUVENILE,51202,2000,0.79,
ME,1978,1978-06-15,FILINIA,61400,11000,0.11,
ME,1978,1978-06-15,KERATELLA COCHLEARIS,61801,687000,0.1,
ME,1978,1978-06-15,KERATELLA QUADRATA,61806,37496000,0.14,
ME,1978,1978-06-15,LEPTODIAPTOMUS SICILIS,30403,109000,1.22,
ME,1978,1978-06-15,LEPTODIAPTOMUS SICILOIDES,30404,146000,1.45,
ME,1978,1978-06-15,POLYARTHRA,63000,11000,0.08,
ME,1978,1978-07-14,ACANTHOCYCLOPS VERNALIS,20101,5000,1.26,
ME,1978,1978-07-14,CALANOIDA COPEPODITES,30000,66000,0.67,
ME,1978,1978-07-14,CHYDORUS SPHAERICUS,51005,417000,0.22,
ME,1978,1978-07-14,CONOCHILUS UNICORNIS,60902,666000,0.13,
ME,1978,1978-07-14,COPEPOD NAUPLII,10000,889000,0.18,
ME,1978,1978-07-14,CYCLOPOIDA COPEPODITES,20000,93000,0.49,
ME,1978,1978-07-14,DAPHNIA MENDOTAE,51103,39000,1.77,
ME,1978,1978-07-14,DAPHNIA MENDOTAE JUVENILE,51103,39000,0.72,
ME,1978,1978-07-14,DIACYCLOPS THOMASI,20302,8000,1.05,
ME,1978,1978-07-14,KERATELLA COCHLEARIS,61801,1319000,0.11,
ME,1978,1978-07-14,LEPTODIAPTOMUS SICILOIDES,30404,74000,1.04,
ME,1978,1978-07-14,LEPTODORA KINDTI,52301,57,,
ME,1978,1978-07-14,MESOCYCLOPS EDAX,20601,16000,1.27,
ME,1978,1978-07-14,POLYARTHRA,63000,50000,0.11,
ME,1978,1978-07-14,POMPHYLOX SULCATA,63101,162000,0.1,
ME,1978,1978-07-14,SKISTODIAPTOMUS OREGONENSIS,30801,3000,0.9,
ME,1978,1978-08-09,ACANTHOCYCLOPS VERNALIS,20101,12000,1.15,
ME,1978,1978-08-09,ASCOMORPHA OVALIS,60202,1186000,0.11,
ME,1978,1978-08-09,BOSMINA LONGIROSTRIS,50701,33000,0.27,
ME,1978,1978-08-09,BRACHIONUS,60400,61000,0.11,
ME,1978,1978-08-09,CALANOIDA COPEPODITES,30000,196000,0.69,
ME,1978,1978-08-09,CHYDORUS SPHAERICUS,51005,3298000,0.24,
ME,1978,1978-08-09,CONOCHILUS UNICORNIS,60902,2287000,0.11,
ME,1978,1978-08-09,COPEPOD NAUPLII,10000,1227000,0.19,
ME,1978,1978-08-09,CYCLOPOIDA COPEPODITES,20000,61000,0.39,
ME,1978,1978-08-09,DAPHNIA MENDOTAE,51103,4000,1.77,
ME,1978,1978-08-09,DAPHNIA MENDOTAE JUVENILE,51103,7000,0.89,
ME,1978,1978-08-09,DIACYCLOPS THOMASI,20302,16000,0.84,
ME,1978,1978-08-09,DIAPHANOSOMA BIRGEI,51202,26000,1.11,
ME,1978,1978-08-09,DIAPHANOSOMA BIRGEI JUVENILE,51202,111000,0.62,
ME,1978,1978-08-09,FILINIA,61400,49000,0.12,
ME,1978,1978-08-09,KERATELLA COCHLEARIS,61801,122000,0.11,
ME,1978,1978-08-09,KERATELLA QUADRATA,61806,8000,,
ME,1978,1978-08-09,LEPTODIAPTOMUS SICILOIDES,30404,102000,1.07,
ME,1978,1978-08-09,LEPTODORA KINDTI,52301,56,,
ME,1978,1978-08-09,MESOCYCLOPS EDAX,20601,37000,1.35,
ME,1978,1978-08-09,POLYARTHRA,63000,24000,0.11,
ME,1978,1978-08-09,POMPHYLOX SULCATA,63101,2568000,0.1,
ME,1978,1978-08-09,SKISTODIAPTOMUS OREGONENSIS,30801,16000,1.26,
ME,1978,1978-08-09,TRICHOCERCA,63600,37000,0.11,
ME,1978,1978-08-09,TRICHOCERCA MULTICRINIS,63612,98000,0.11,
ME,1978,1978-10-18,ASCOMORPHA OVALIS,60202,124000,0.1,
ME,1978,1978-10-18,BOSMINA LONGIROSTRIS,50701,4000,0.3,
ME,1978,1978-10-18,BRACHIONUS CAUDATUS,60407,11000,0.1,
ME,1978,1978-10-18,CALANOIDA COPEPODITES,30000,34000,0.87,
ME,1978,1978-10-18,CHYDORUS SPHAERICUS,51005,41000,0.23,
ME,1978,1978-10-18,CONOCHILUS UNICORNIS,60902,67000,0.12,
ME,1978,1978-10-18,COPEPOD NAUPLII,10000,518000,0.15,
ME,1978,1978-10-18,CYCLOPOIDA COPEPODITES,20000,64000,0.54,
ME,1978,1978-10-18,DAPHNIA MENDOTAE,51103,16000,1.57,
ME,1978,1978-10-18,DAPHNIA MENDOTAE JUVENILE,51103,14000,0.66,
ME,1978,1978-10-18,DIACYCLOPS THOMASI,20302,990000,0.92,
ME,1978,1978-10-18,DIAPHANOSOMA BIRGEI,51202,61000,1.14,
ME,1978,1978-10-18,DIAPHANOSOMA BIRGEI JUVENILE,51202,32000,0.68,
ME,1978,1978-10-18,FILINIA,61400,11000,,
ME,1978,1978-10-18,KERATELLA COCHLEARIS,61801,214000,0.11,
ME,1978,1978-10-18,KERATELLA QUADRATA,61806,79000,0.16,
ME,1978,1978-10-18,LEPTODIAPTOMUS SICILOIDES,30404,203000,1.05,
ME,1978,1978-10-18,LEPTODORA KINDTI,52301,227,,
ME,1978,1978-10-18,MESOCYCLOPS EDAX,20601,45000,0.86,
ME,1978,1978-10-18,POMPHYLOX SULCATA,63101,281000,0.1,
ME,1978,1978-11-09,CALANOIDA COPEPODITES,30000,3000,0.9,
ME,1978,1978-11-09,CHYDORUS SPHAERICUS,51005,41000,0.26,
ME,1978,1978-11-09,COPEPOD NAUPLII,10000,15000,0.2,
ME,1978,1978-11-09,CYCLOPOIDA COPEPODITES,20000,8000,0.47,
ME,1978,1978-11-09,DAPHNIA MENDOTAE,51103,20000,1.57,
ME,1978,1978-11-09,DAPHNIA MENDOTAE JUVENILE,51103,82000,0.8,
ME,1978,1978-11-09,DIACYCLOPS THOMASI,20302,1732000,0.91,
ME,1978,1978-11-09,DIAPHANOSOMA BIRGEI,51202,26000,1.14,
ME,1978,1978-11-09,DIAPHANOSOMA BIRGEI JUVENILE,51202,5000,0.78,
ME,1978,1978-11-09,KELLICOTTIA LONGISPINA,61702,10000,0.15,
ME,1978,1978-11-09,KERATELLA COCHLEARIS,61801,5000,0.11,
ME,1978,1978-11-09,KERATELLA QUADRATA,61806,10000,0.17,
ME,1978,1978-11-09,LEPTODIAPTOMUS SICILOIDES,30404,247000,1.07,
ME,1978,1978-11-09,LEPTODORA KINDTI,52301,227,,
ME,1978,1978-11-09,MESOCYCLOPS EDAX,20601,5000,0.83,
ME,1978,1978-12-01,CHYDORUS SPHAERICUS,51005,9000,0.34,
ME,1978,1978-12-01,COPEPOD NAUPLII,10000,14000,0.29,
ME,1978,1978-12-01,DAPHNIA JUVENILE,51100,23000,0.54,
ME,1978,1978-12-01,DAPHNIA MENDOTAE,51103,18000,1.51,
ME,1978,1978-12-01,DAPHNIA MENDOTAE JUVENILE,51103,18000,1,
ME,1978,1978-12-01,DIACYCLOPS THOMASI,20302,1131000,0.92,
ME,1978,1978-12-01,KERATELLA COCHLEARIS,61801,5000,0.11,
ME,1978,1978-12-01,KERATELLA QUADRATA,61806,14000,0.19,
ME,1978,1978-12-01,LEPTODIAPTOMUS SICILOIDES,30404,205000,1.06,
ME,1978,1978-12-01,SKISTODIAPTOMUS OREGONENSIS,30801,18000,1.05,
ME,1979,1979-02-01,BRACHIONUS,60400,4000,0.1,
ME,1979,1979-02-01,COPEPOD NAUPLII,10000,141000,0.21,
ME,1979,1979-02-01,CYCLOPOIDA COPEPODITES,20000,4000,0.6,
ME,1979,1979-02-01,DAPHNIA MENDOTAE,51103,3000,1.4,
ME,1979,1979-02-01,DAPHNIA MENDOTAE JUVENILE,51103,13000,1.09,
ME,1979,1979-02-01,DIACYCLOPS THOMASI,20302,233000,1.3,
ME,1979,1979-02-01,EUBOSMINA COREGONI,51501,9000,0.21,
ME,1979,1979-02-01,KERATELLA COCHLEARIS,61801,62000,0.1,
ME,1979,1979-02-01,KERATELLA QUADRATA,61806,66000,0.17,
ME,1979,1979-02-01,LEPTODIAPTOMUS SICILOIDES,30404,22000,1.1,
ME,1979,1979-02-01,POLYARTHRA,63000,9000,0.11,
ME,1979,1979-03-16,COPEPOD NAUPLII,10000,154000,0.15,
ME,1979,1979-03-16,DAPHNIA MENDOTAE,51103,7000,1.3,
ME,1979,1979-03-16,DAPHNIA MENDOTAE JUVENILE,51103,21000,1,
ME,1979,1979-03-16,DAPHNIA PARVULA,51105,1000,1.01,
ME,1979,1979-03-16,DIACYCLOPS THOMASI,20302,474000,0.92,
ME,1979,1979-03-16,KERATELLA COCHLEARIS,61801,6000,0.11,
ME,1979,1979-03-16,KERATELLA QUADRATA,61806,11000,0.15,
ME,1979,1979-03-16,LEPTODIAPTOMUS SICILOIDES,30404,40000,1.05,
ME,1979,1979-04-26,COPEPOD NAUPLII,10000,162000,0.2,
ME,1979,1979-04-26,CYCLOPOIDA COPEPODITES,20000,13000,0.41,
ME,1979,1979-04-26,DAPHNIA MENDOTAE,51103,5000,1.24,
ME,1979,1979-04-26,DIACYCLOPS THOMASI,20302,261000,1.01,
ME,1979,1979-04-26,KERATELLA COCHLEARIS,61801,8000,,
ME,1979,1979-04-26,KERATELLA QUADRATA,61806,8000,0.16,
ME,1979,1979-04-26,LEPTODIAPTOMUS SICILOIDES,30404,65000,0.99,
ME,1979,1979-04-26,NOTHOLCA,62600,8000,,
ME,1979,1979-04-26,SYNCHAETA,63400,8000,,
ME,1979,1979-05-01,CHYDORUS SPHAERICUS,51005,13000,0.21,
ME,1979,1979-05-01,CONOCHILOIDES NATANS,60802,13000,,
ME,1979,1979-05-01,COPEPOD NAUPLII,10000,156000,0.19,
ME,1979,1979-05-01,CYCLOPOIDA COPEPODITES,20000,45000,0.44,
ME,1979,1979-05-01,DAPHNIA MENDOTAE,51103,3000,1.21,
ME,1979,1979-05-01,DAPHNIA PARVULA,51105,3000,1.01,
ME,1979,1979-05-01,DIACYCLOPS THOMASI,20302,36000,0.88,
ME,1979,1979-05-01,KERATELLA QUADRATA,61806,47000,0.18,
ME,1979,1979-05-01,LEPTODIAPTOMUS SICILOIDES,30404,4000,0.98,
ME,1979,1979-05-01,NOTHOLCA,62600,13000,,
ME,1979,1979-05-24,CALANOIDA COPEPODITES,30000,33000,0.54,
ME,1979,1979-05-24,CHYDORUS SPHAERICUS,51005,19000,0.26,
ME,1979,1979-05-24,CONOCHILOIDES NATANS,60802,81000,0.21,
ME,1979,1979-05-24,CONOCHILUS UNICORNIS,60902,14000,0.19,
ME,1979,1979-05-24,COPEPOD NAUPLII,10000,1241000,0.19,
ME,1979,1979-05-24,CYCLOPOIDA COPEPODITES,20000,2635000,0.66,
ME,1979,1979-05-24,DAPHNIA MENDOTAE JUVENILE,51103,14000,0.62,
ME,1979,1979-05-24,DIACYCLOPS THOMASI,20302,62000,0.93,
ME,1979,1979-05-24,KERATELLA COCHLEARIS,61801,9000,0.13,
ME,1979,1979-05-24,KERATELLA QUADRATA,61806,166000,,
ME,1979,1979-05-24,LEPTODIAPTOMUS SICILOIDES,30404,9000,0.92,
ME,1979,1979-05-24,MESOCYCLOPS EDAX,20601,14000,1.2,
ME,1979,1979-05-24,POLYARTHRA,63000,308000,0.12,
ME,1979,1979-06-13,ACANTHOCYCLOPS VERNALIS,20101,7000,0.9,
ME,1979,1979-06-13,BOSMINA LONGIROSTRIS,50701,91000,0.29,
ME,1979,1979-06-13,CALANOIDA COPEPODITES,30000,74000,0.74,
ME,1979,1979-06-13,CHYDORUS SPHAERICUS,51005,49000,0.25,
ME,1979,1979-06-13,COPEPOD NAUPLII,10000,105000,0.24,
ME,1979,1979-06-13,CYCLOPOIDA COPEPODITES,20000,1177000,0.6,
ME,1979,1979-06-13,DAPHNIA JUVENILE,51100,81000,0.53,
ME,1979,1979-06-13,DAPHNIA MENDOTAE,51103,56000,1.53,
ME,1979,1979-06-13,DAPHNIA MENDOTAE JUVENILE,51103,60000,0.9,
ME,1979,1979-06-13,DAPHNIA PARVULA,51105,17000,0.78,
ME,1979,1979-06-13,DAPHNIA PARVULA JUVENILE,51105,7000,0.58,
ME,1979,1979-06-13,DAPHNIA PULICARIA,51130,7000,1.38,
ME,1979,1979-06-13,DAPHNIA PULICARIA JUVENILE,51130,14000,1.01,
ME,1979,1979-06-13,DAPHNIA RETROCURVA,51107,23000,1.5,
ME,1979,1979-06-13,DAPHNIA RETROCURVA JUVENILE,51107,47000,0.78,
ME,1979,1979-06-13,KERATELLA COCHLEARIS,61801,266000,,
ME,1979,1979-06-13,KERATELLA QUADRATA,61806,548000,,
ME,1979,1979-06-13,LEPTODIAPTOMUS SICILOIDES,30404,74000,1.06,
ME,1979,1979-06-13,MESOCYCLOPS EDAX,20601,4000,1,
ME,1979,1979-06-27,AGLAODIAPTOMUS CLAVIPES,30901,3000,1.37,
ME,1979,1979-06-27,BOSMINA LONGIROSTRIS,50701,14000,0.32,
ME,1979,1979-06-27,CALANOIDA COPEPODITES,30000,22000,0.8,
ME,1979,1979-06-27,CHYDORUS SPHAERICUS,51005,8000,0.27,
ME,1979,1979-06-27,COPEPOD NAUPLII,10000,91000,0.19,
ME,1979,1979-06-27,CYCLOPOIDA COPEPODITES,20000,174000,0.69,
ME,1979,1979-06-27,DAPHNIA MENDOTAE,51103,73000,1.53,
ME,1979,1979-06-27,DAPHNIA MENDOTAE JUVENILE,51103,78000,0.92,
ME,1979,1979-06-27,DAPHNIA PARVULA,51105,23000,0.91,
ME,1979,1979-06-27,DAPHNIA PARVULA JUVENILE,51105,3000,0.65,
ME,1979,1979-06-27,DAPHNIA RETROCURVA JUVENILE,51107,2000,1.11,
ME,1979,1979-06-27,DIAPHANOSOMA BIRGEI,51202,2000,0.98,
ME,1979,1979-06-27,KERATELLA COCHLEARIS,61801,9000,0.15,
ME,1979,1979-06-27,KERATELLA QUADRATA,61806,13000,0.19,
ME,1979,1979-06-27,LEPTODIAPTOMUS SICILOIDES,30404,33000,1.14,
ME,1979,1979-06-27,LEPTODORA KINDTI,52301,58,,
ME,1979,1979-06-27,MESOCYCLOPS EDAX,20601,28000,1.06,
ME,1979,1979-06-27,POLYARTHRA,63000,13000,0.13,
ME,1979,1979-07-09,ASCOMORPHA OVALIS,60202,7000,0.1,
ME,1979,1979-07-09,CALANOIDA COPEPODITES,30000,9000,0.41,
ME,1979,1979-07-09,COPEPOD NAUPLII,10000,175000,0.2,
ME,1979,1979-07-09,CYCLOPOIDA COPEPODITES,20000,18000,0.52,
ME,1979,1979-07-09,DAPHNIA MENDOTAE,51103,18000,1.93,
ME,1979,1979-07-09,DAPHNIA MENDOTAE JUVENILE,51103,10000,0.8,
ME,1979,1979-07-09,DIACYCLOPS THOMASI,20302,58000,0.83,
ME,1979,1979-07-09,DIAPHANOSOMA BIRGEI,51202,4000,1.16,
ME,1979,1979-07-09,DIAPHANOSOMA BIRGEI JUVENILE,51202,2000,0.79,
ME,1979,1979-07-09,EUBOSMINA COREGONI,51501,4000,0.2,
ME,1979,1979-07-09,KERATELLA COCHLEARIS,61801,637000,0.15,
ME,1979,1979-07-09,LEPTODIAPTOMUS SICILOIDES,30404,31000,1.23,
ME,1979,1979-07-09,LEPTODORA KINDTI,52301,282,,
ME,1979,1979-07-09,MESOCYCLOPS EDAX,20601,13000,0.9,
ME,1979,1979-07-09,POMPHYLOX SULCATA,63101,154000,0.11,
ME,1979,1979-07-09,TRICHOCERCA SIMILIS,63617,7000,,
ME,1979,1979-07-24,ASCOMORPHA OVALIS,60202,236000,0.11,
ME,1979,1979-07-24,CALANOIDA COPEPODITES,30000,30000,0.59,
ME,1979,1979-07-24,CHYDORUS SPHAERICUS,51005,7000,0.27,
ME,1979,1979-07-24,COPEPOD NAUPLII,10000,300000,0.18,
ME,1979,1979-07-24,CYCLOPOIDA COPEPODITES,20000,64000,0.44,
ME,1979,1979-07-24,DAPHNIA RETROCURVA JUVENILE,51107,2000,0.81,
ME,1979,1979-07-24,DIACYCLOPS THOMASI,20302,7000,0.96,
ME,1979,1979-07-24,DIAPHANOSOMA BIRGEI,51202,8000,1.06,
ME,1979,1979-07-24,DIAPHANOSOMA BIRGEI JUVENILE,51202,22000,0.7,
ME,1979,1979-07-24,KERATELLA COCHLEARIS,61801,405000,0.15,
ME,1979,1979-07-24,LEPTODIAPTOMUS SICILOIDES,30404,34000,1.02,
ME,1979,1979-07-24,LEPTODORA KINDTI,52301,56,,
ME,1979,1979-07-24,MESOCYCLOPS EDAX,20601,19000,0.96,
ME,1979,1979-07-24,POMPHYLOX SULCATA,63101,1182000,,
ME,1979,1979-07-24,SKISTODIAPTOMUS OREGONENSIS,30801,7000,1.25,
ME,1979,1979-07-24,TRICHOCERCA,63600,90000,0.19,
ME,1979,1979-08-16,ACANTHOCYCLOPS VERNALIS,20101,9000,0.87,
ME,1979,1979-08-16,ASCOMORPHA OVALIS,60202,14000,0.11,
ME,1979,1979-08-16,CALANOIDA COPEPODITES,30000,33000,0.75,
ME,1979,1979-08-16,CHYDORUS SPHAERICUS,51005,117000,0.23,
ME,1979,1979-08-16,CONOCHILUS UNICORNIS,60902,1736000,0.17,
ME,1979,1979-08-16,COPEPOD NAUPLII,10000,299000,0.2,
ME,1979,1979-08-16,CYCLOPOIDA COPEPODITES,20000,47000,0.43,
ME,1979,1979-08-16,DAPHNIA MENDOTAE JUVENILE,51103,4000,0.54,
ME,1979,1979-08-16,DIAPHANOSOMA BIRGEI,51202,6000,1.01,
ME,1979,1979-08-16,DIAPHANOSOMA BIRGEI JUVENILE,51202,9000,0.45,
ME,1979,1979-08-16,KERATELLA COCHLEARIS,61801,154000,0.13,
ME,1979,1979-08-16,LEPTODIAPTOMUS SICILOIDES,30404,47000,1.01,
ME,1979,1979-08-16,LEPTODORA KINDTI,52301,57,,
ME,1979,1979-08-16,MESOCYCLOPS EDAX,20601,56000,1.1,
ME,1979,1979-08-16,POLYARTHRA,63000,14000,0.11,
ME,1979,1979-08-16,POMPHYLOX SULCATA,63101,196000,,
ME,1979,1979-08-28,ACANTHOCYCLOPS VERNALIS,20101,41000,0.78,
ME,1979,1979-08-28,AGLAODIAPTOMUS CLAVIPES,30901,46000,1.08,
ME,1979,1979-08-28,ASCOMORPHA OVALIS,60202,14000,0.11,
ME,1979,1979-08-28,BRACHIONUS CAUDATUS,60407,14000,0.1,
ME,1979,1979-08-28,CALANOIDA COPEPODITES,30000,101000,0.64,
ME,1979,1979-08-28,CONOCHILUS UNICORNIS,60902,5187000,0.16,
ME,1979,1979-08-28,COPEPOD NAUPLII,10000,792000,0.21,
ME,1979,1979-08-28,CYCLOPOIDA COPEPODITES,20000,138000,0.52,
ME,1979,1979-08-28,DAPHNIA MENDOTAE JUVENILE,51103,5000,0.65,
ME,1979,1979-08-28,DIACYCLOPS THOMASI,20302,28000,0.83,
ME,1979,1979-08-28,DIAPHANOSOMA BIRGEI JUVENILE,51202,3000,0.57,
ME,1979,1979-08-28,KELLICOTTIA LONGISPINA,61702,14000,,
ME,1979,1979-08-28,KERATELLA COCHLEARIS,61801,125000,0.14,
ME,1979,1979-08-28,LEPTODORA KINDTI,52301,283,,
ME,1979,1979-08-28,MESOCYCLOPS EDAX,20601,78000,1.16,
ME,1979,1979-08-28,POLYARTHRA,63000,55000,0.11,
ME,1979,1979-08-28,POMPHYLOX SULCATA,63101,153000,,
ME,1979,1979-09-18,ACANTHOCYCLOPS VERNALIS,20101,19000,0.9,
ME,1979,1979-09-18,ASCOMORPHA OVALIS,60202,45000,0.11,
ME,1979,1979-09-18,CALANOIDA COPEPODITES,30000,215000,0.65,
ME,1979,1979-09-18,CHYDORUS SPHAERICUS,51005,758000,0.26,
ME,1979,1979-09-18,CONOCHILUS UNICORNIS,60902,635000,0.13,
ME,1979,1979-09-18,COPEPOD NAUPLII,10000,788000,0.18,
ME,1979,1979-09-18,CYCLOPOIDA COPEPODITES,20000,249000,0.57,
ME,1979,1979-09-18,DAPHNIA MENDOTAE,51103,9000,1.75,
ME,1979,1979-09-18,DAPHNIA MENDOTAE JUVENILE,51103,20000,0.75,
ME,1979,1979-09-18,DAPHNIA RETROCURVA,51107,6000,1.27,
ME,1979,1979-09-18,DAPHNIA RETROCURVA JUVENILE,51107,9000,0.98,
ME,1979,1979-09-18,DIACYCLOPS THOMASI,20302,7000,0.91,
ME,1979,1979-09-18,DIAPHANOSOMA BIRGEI,51202,6000,1.1,
ME,1979,1979-09-18,DIAPHANOSOMA BIRGEI JUVENILE,51202,27000,0.72,
ME,1979,1979-09-18,KERATELLA COCHLEARIS,61801,170000,0.1,
ME,1979,1979-09-18,LEPTODIAPTOMUS SICILOIDES,30404,143000,1.04,
ME,1979,1979-09-18,LEPTODORA KINDTI,52301,452,,
ME,1979,1979-09-18,MESOCYCLOPS EDAX,20601,166000,1.13,
ME,1979,1979-09-18,POLYARTHRA,63000,23000,0.1,
ME,1979,1979-09-18,POMPHYLOX SULCATA,63101,1347000,,
ME,1979,1979-09-18,TRICHOCERCA,63600,23000,,
ME,1979,1979-10-17,CALANOIDA COPEPODITES,30000,65000,0.59,
ME,1979,1979-10-17,CHYDORUS SPHAERICUS,51005,339000,0.26,
ME,1979,1979-10-17,CONOCHILUS UNICORNIS,60902,89000,0.12,
ME,1979,1979-10-17,COPEPOD NAUPLII,10000,14000,0.3,
ME,1979,1979-10-17,CYCLOPOIDA COPEPODITES,20000,60000,0.32,
ME,1979,1979-10-17,DAPHNIA MENDOTAE,51103,8000,1.66,
ME,1979,1979-10-17,DAPHNIA MENDOTAE JUVENILE,51103,12000,0.59,
ME,1979,1979-10-17,DAPHNIA RETROCURVA,51107,4000,1.6,
ME,1979,1979-10-17,DAPHNIA RETROCURVA JUVENILE,51107,2000,0.98,
ME,1979,1979-10-17,DIACYCLOPS THOMASI,20302,1294000,0.85,
ME,1979,1979-10-17,DIAPHANOSOMA BIRGEI,51202,19000,1.07,
ME,1979,1979-10-17,DIAPHANOSOMA BIRGEI JUVENILE,51202,29000,0.68,
ME,1979,1979-10-17,KERATELLA COCHLEARIS,61801,123000,0.12,
ME,1979,1979-10-17,KERATELLA QUADRATA,61806,5000,0.18,
ME,1979,1979-10-17,LEPTODIAPTOMUS SICILOIDES,30404,153000,1.11,
ME,1979,1979-10-17,LEPTODORA KINDTI,52301,2034,,
ME,1979,1979-10-17,MESOCYCLOPS EDAX,20601,28000,1.19,
ME,1979,1979-10-17,SKISTODIAPTOMUS OREGONENSIS,30801,9000,1.35,
ME,1979,1979-11-14,BRACHIONUS ANGULARIS,60401,98000,0.1,
ME,1979,1979-11-14,CALANOIDA COPEPODITES,30000,7000,0.88,
ME,1979,1979-11-14,CHYDORUS SPHAERICUS,51005,136000,0.28,
ME,1979,1979-11-14,CONOCHILOIDES NATANS,60802,3000,0.23,
ME,1979,1979-11-14,COPEPOD NAUPLII,10000,2602000,0.14,
ME,1979,1979-11-14,CYCLOPOIDA COPEPODITES,20000,21000,0.57,
ME,1979,1979-11-14,DAPHNIA MENDOTAE,51103,7000,1.38,
ME,1979,1979-11-14,DAPHNIA MENDOTAE JUVENILE,51103,14000,0.91,
ME,1979,1979-11-14,DAPHNIA RETROCURVA JUVENILE,51107,3000,1.25,
ME,1979,1979-11-14,DIACYCLOPS THOMASI,20302,1825000,0.89,
ME,1979,1979-11-14,DIAPHANOSOMA BIRGEI,51202,14000,1.15,
ME,1979,1979-11-14,KERATELLA COCHLEARIS,61801,1320000,0.11,
ME,1979,1979-11-14,LEPTODIAPTOMUS SICILOIDES,30404,84000,1.08,
ME,1979,1979-11-14,LEPTODORA KINDTI,52301,169,,
ME,1979,1979-11-14,MESOCYCLOPS EDAX,20601,7000,1.16,
ME,1979,1979-11-14,POLYARTHRA,63000,150000,0.11,
ME,1979,1979-11-14,SKISTODIAPTOMUS OREGONENSIS,30801,10000,1,
ME,1979,1979-12-04,BOSMINA LONGIROSTRIS,50701,5000,0.38,
ME,1979,1979-12-04,CHYDORUS SPHAERICUS,51005,56000,0.25,
ME,1979,1979-12-04,COPEPOD NAUPLII,10000,2840000,0.15,
ME,1979,1979-12-04,CYCLOPOIDA COPEPODITES,20000,5000,0.52,
ME,1979,1979-12-04,DAPHNIA MENDOTAE,51103,12000,1.47,
ME,1979,1979-12-04,DAPHNIA MENDOTAE JUVENILE,51103,30000,0.78,
ME,1979,1979-12-04,DIACYCLOPS THOMASI,20302,1561000,0.91,
ME,1979,1979-12-04,DIAPHANOSOMA BIRGEI JUVENILE,51202,3000,0.84,
ME,1979,1979-12-04,KERATELLA COCHLEARIS,61801,293000,0.11,
ME,1979,1979-12-04,LEPTODIAPTOMUS SICILOIDES,30404,31000,1.11,
ME,1979,1979-12-04,POLYARTHRA,63000,62000,0.11,
ME,1979,1979-12-04,POMPHYLOX SULCATA,63101,31000,,
ME,1980,1980-01-10,CALANOIDA COPEPODITES,30000,5000,,
ME,1980,1980-01-10,CHYDORUS SPHAERICUS,51005,28000,0.3,
ME,1980,1980-01-10,CONOCHILOIDES NATANS,60802,28000,,
ME,1980,1980-01-10,CONOCHILUS UNICORNIS,60902,5000,,
ME,1980,1980-01-10,COPEPOD NAUPLII,10000,1518000,0.19,
ME,1980,1980-01-10,DAPHNIA MENDOTAE,51103,6000,1.29,
ME,1980,1980-01-10,DAPHNIA MENDOTAE JUVENILE,51103,15000,0.95,
ME,1980,1980-01-10,DIACYCLOPS THOMASI,20302,1867000,0.94,
