










Data Set Title: North Temperate Lakes LTER: Chlorophyll - Trout Lake Area

Investigator(s): NTL LTER Lead PI, North Temperate Lakes LTER

Contact(s): NTL LTER Lead PI; Center for Limnology, 680 N Park St, Madison, WI, 53706-1492, USA;(phone) 608-263-2567;(fax) 608-265-2340;(email) ehstanley@wisc.edu;
NTL LTER Information Manager; Center for Limnology, 680 N Park St, Madison, WI, 53706-1492, USA;(phone) 608-890-3446;(fax) 608-265-2340;(email) infomgr@lter.limnology.wisc.edu;

Abstract: Chlorophyll and phaeopigments are measured at our permanent sampling station in the deepest part of each lake. Chlorophyll samples are collected from the seven primary study lakes (Allequash, Big Muskellunge, Crystal, Sparkling, and Trout lakes and bog lakes 27-02 [Crystal Bog], and 12-15 [Trout Bog]) in the Trout Lake area at two to 10 depths depending on the lake and analyzed spectrophotometrically. 

Sampling Frequency: fortnightly during ice-free season - every 6 weeks during ice-covered season

Number of sites: 7

Initiation of study (mm/dd/yy): 06/30/1981


Data Table: North Temperate Lakes LTER: Chlorophyll - Trout Lake Area

Variables: 

LAKEID = lake name abbreviation
YEAR4 = year
DAYNUM = day of year
SAMPLEDATE = sample date
REP = replicate number
STA = station number
DEPTH = depth (meter)
CHLOR = chlorophyll a concentration (microgramPerLiter)
PHAEO = phaeophyton  concentration (microgramPerLiter)
FLAGCHLOR = data flag for chlor
FLAGPHAEO = data flag for phaeo


Variable Codes: 



LAKEID

AL = Allequash Lake
BM = Big Muskellunge Lake
CB = Bog 27-2  (Crystal Bog)
CR = Crystal Lake
SP = Sparkling Lake
TB = Bog 12-15  (Trout Bog)
TR = Trout Lake





Flags: 

A = Sample suspect
B = Standard curve/reduction suspect
C = No sample taken
D = Sample lost
E = Average of duplicate analyses
F = Duplicate analyses in error
G = Analysed late
H = Outside of standard range
I = Outside of data entry constraints 
J = Non standard routine followed
K = Data suspect
L = Data point and blind value differ by more than 15% 
M = More than two flags (See original data sheets)
N = Sample retested 
O = Value suspect but total pigment(CHL + PHAEO) value accurate 
P = TPM uncorrected for humidity change between filter weighing
Q = Quality control comments on SLOH lab sheet
R = Value between LOD (Limit of Detection)  and LOQ (Limit of Quantification)
S = Value below detection limit; set to zero
T = Sample contaminated; data not reported
U = Equipment malfunction produced bad value; value set to missing;
V = Frlight could not be computed; set to missing
W = negative light value; set to zero




From the North Temperate Lakes LTER database at: Tue Apr 26 13:16:32 CDT 2011
Dataset Results:
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAKEID,YEAR4,DAYNUM,SAMPLEDATE,REP,STA,DEPTH,CHLOR,PHAEO
TB,1986,279,10/06/1986,1,1,3,11.5,21.6
TB,1982,280,10/07/1982,1,1,3,0,32.2
TB,1984,291,10/17/1984,1,1,1,5.4,1.3
TB,1984,291,10/17/1984,1,1,4,38.6,35.7
TB,1992,295,10/21/1992,1,1,3,15.5,7.4
TB,1992,295,10/21/1992,1,1,5,13.1,6.4
TB,1988,299,10/25/1988,1,1,0,8.3,3.8
TB,1988,299,10/25/1988,1,1,3,6.9,4.7
TB,1989,303,10/30/1989,1,1,0,14.9,2.5
TB,1990,312,11/08/1990,1,1,2,21,7.1
TB,1985,316,11/12/1985,1,1,5,5.5,1.2
TB,1983,318,11/14/1983,1,1,0,5.6,2.3
TB,1985,15,01/15/1985,2,1,0,174,5.2
TB,1987,15,01/15/1987,2,1,7,.5,2.5
TB,1987,120,04/30/1987,2,1,2,5.9,3.9
TB,1989,123,05/03/1989,2,1,3,5.6,2.5
TB,1984,129,05/08/1984,2,1,2,10.6,2.8
TB,1985,178,06/27/1985,2,1,3,15.5,3.4
TB,1986,182,07/01/1986,2,1,5,2.7,7.2
TB,1991,183,07/02/1991,2,1,5,17.2,-7.8
TB,1988,186,07/04/1988,2,1,2,98,19.4
TB,1987,236,08/24/1987,2,1,3,12.5,104.7
TB,1992,240,08/27/1992,2,1,3,131.5,23.2
TB,1987,292,10/19/1987,2,1,0,5.4,2.7
TB,1986,296,10/23/1986,2,1,7,2.1,8.8
TB,1990,302,10/29/1990,2,1,7,5.3,15.5
TR,1985,8,01/08/1985,1,2,10,2,.5
TR,1985,8,01/08/1985,1,2,15,3,-.2
TR,1983,10,01/10/1983,1,2,4,2.5,.4
TR,1986,155,06/04/1986,1,2,32,2.2,1.9
TR,1991,155,06/04/1991,1,2,5,2.3,1.3
TR,1991,155,06/04/1991,1,2,8,3.8,1
TR,1991,155,06/04/1991,1,2,10,6,2.3
TR,1991,155,06/04/1991,1,2,15,4.4,1
TR,1991,155,06/04/1991,1,2,20,2.5,1.5
TR,1991,155,06/04/1991,1,2,27,2.5,2
TR,1991,155,06/04/1991,1,2,32,5,1.3
TR,1992,155,06/03/1992,1,2,6,2.3,.9
TR,1992,155,06/03/1992,1,2,8,4,1.7
TR,1992,155,06/03/1992,1,2,15,4.3,2.3
TR,1992,155,06/03/1992,1,2,20,2.1,1.6
TR,1992,155,06/03/1992,1,2,27,2,.9
TR,1983,158,06/07/1983,1,2,0,3.8,-.2
TR,1983,158,06/07/1983,1,2,5,4.8,-.7
TR,1983,158,06/07/1983,1,2,10,6.5,-.9
TR,1983,158,06/07/1983,1,2,12,5.2,.2
TR,1983,158,06/07/1983,1,2,32,1.6,2.1
TR,1982,159,06/08/1982,1,2,0,2,
TR,1982,159,06/08/1982,1,2,2,2.1,
TR,1982,159,06/08/1982,1,2,6,2.8,
TR,1982,159,06/08/1982,1,2,9,5,
TR,1982,159,06/08/1982,1,2,12,6.3,
TR,1982,159,06/08/1982,1,2,16,4.4,
TR,1982,159,06/08/1982,1,2,21,4.6,
TR,1982,159,06/08/1982,1,2,23,2.5,
TR,1984,228,08/15/1984,1,2,3,3.7,-.9
TR,1984,228,08/15/1984,1,2,5,2.5,.2
TR,1984,228,08/15/1984,1,2,10,3.1,1.1
TR,1984,228,08/15/1984,1,2,15,5.9,.3
TR,1984,228,08/15/1984,1,2,16,4.2,-.2
TR,1984,228,08/15/1984,1,2,17,2.5,.5
TR,1984,228,08/15/1984,1,2,27,.4,.6
TR,1984,228,08/15/1984,1,2,32,1.3,-.2
TR,1988,228,08/15/1988,1,2,3,1.7,.3
TR,1988,228,08/15/1988,1,2,5,1.9,.3
TR,1988,228,08/15/1988,1,2,10,4,1.1
TR,1988,228,08/15/1988,1,2,20,.9,.5
TR,1988,228,08/15/1988,1,2,27,.8,-.1
TR,1988,228,08/15/1988,1,2,31,.4,0
TR,1982,229,08/17/1982,1,2,3,2.2,-.2
TR,1982,229,08/17/1982,1,2,5,2.8,.3
TR,1982,229,08/17/1982,1,2,8,3.1,.6
TR,1982,229,08/17/1982,1,2,10,4.8,.1
TR,1982,229,08/17/1982,1,2,15,5.1,0
TR,1985,232,08/20/1985,1,2,0,4.1,-.1
TR,1985,232,08/20/1985,1,2,3,4.7,.1
TR,1985,232,08/20/1985,1,2,5,4.3,-.2
TR,1985,232,08/20/1985,1,2,8,3.7,.2
TR,1985,232,08/20/1985,1,2,15,2.5,.4
TR,1985,232,08/20/1985,1,2,20,1.1,.3
TR,1983,321,11/17/1983,1,2,20,5.8,.1
TR,1983,321,11/17/1983,1,2,27,5.2,-.6
TR,1983,321,11/17/1983,1,2,32,5.1,1
TR,1987,321,11/17/1987,1,2,0,7,1.4
TR,1987,321,11/17/1987,1,2,3,6.8,1.7
TR,1987,321,11/17/1987,1,2,8,6.6,1.5
TR,1987,321,11/17/1987,1,2,10,6.4,1.8
TR,1987,321,11/17/1987,1,2,15,6.3,2
TR,1987,321,11/17/1987,1,2,20,6.9,1.2
TR,1987,321,11/17/1987,1,2,27,5.4,1.2
TR,1986,322,11/18/1986,1,2,0,5.2,.6
TR,1986,322,11/18/1986,1,2,3,5.1,.5
TR,1986,322,11/18/1986,1,2,8,4.9,.7
TR,1986,322,11/18/1986,1,2,10,5.2,.9
TR,1986,322,11/18/1986,1,2,15,5.2,.8
TR,1986,322,11/18/1986,1,2,20,5.2,.7
TR,1986,322,11/18/1986,1,2,27,4.9,.9
TR,1986,322,11/18/1986,1,2,32,5,.8
TR,1984,332,11/27/1984,1,2,3,4.3,.6
TR,1984,332,11/27/1984,1,2,8,5.9,-.2
TR,1984,332,11/27/1984,1,2,15,6,4
TR,1984,332,11/27/1984,1,2,20,5.1,1.1
TR,1984,332,11/27/1984,1,2,27,7.1,-1.4
TR,1984,332,11/27/1984,1,2,32,4.8,.6
TR,1982,333,11/29/1982,1,2,5,6.8,-.1
TR,1982,333,11/29/1982,1,2,10,6.3,.1
TR,1982,333,11/29/1982,1,2,15,7.4,-.2
TR,1983,10,01/10/1983,1,2,15,3.4,-.2
TR,1983,10,01/10/1983,1,2,26,2.1,.6
TR,1991,51,02/20/1991,1,2,20,.6,.7
TR,1989,52,02/21/1989,1,2,27,.4,.6
TR,1987,85,03/26/1987,1,2,20,2.7,.4
TR,1989,87,03/28/1989,1,2,10,.7,.3
TR,1983,88,03/29/1983,1,2,15,1.3,.8
TR,1990,89,03/30/1990,1,2,15,1.8,.4
TR,1988,98,04/07/1988,1,2,15,3.8,.9
TR,1984,102,04/11/1984,1,2,15,3.3,.6
TR,1989,123,05/03/1989,1,2,8,5.8,1
TR,1986,127,05/07/1986,1,2,3,7.1,.7
TR,1984,128,05/07/1984,1,2,0,6.8,.1
TR,1984,128,05/07/1984,1,2,3,7.4,-.9
TR,1984,128,05/07/1984,1,2,32,5,.2
TR,1990,162,06/11/1990,1,2,20,5.2,-2.7
TR,1990,162,06/11/1990,1,2,27,1.4,.7
TR,1987,163,06/12/1987,1,2,0,1.7,.1
TR,1987,163,06/12/1987,1,2,3,1.9,.1
TR,1987,163,06/12/1987,1,2,5,1.9,.1
TR,1987,163,06/12/1987,1,2,8,3,.2
TR,1987,163,06/12/1987,1,2,10,4,.7
TR,1987,163,06/12/1987,1,2,20,1,.7
TR,1987,163,06/12/1987,1,2,27,1.3,.7
TR,1987,163,06/12/1987,1,2,32,1.6,.3
TR,1989,163,06/12/1989,1,2,0,2.5,.1
TR,1989,163,06/12/1989,1,2,8,3,.7
TR,1989,163,06/12/1989,1,2,10,3.9,1.4
TR,1989,163,06/12/1989,1,2,15,5.7,1.7
TR,1989,163,06/12/1989,1,2,20,3,.9
TR,1989,163,06/12/1989,1,2,27,3.3,.8
TR,1989,163,06/12/1989,1,2,32,3,1.1
TR,1986,168,06/17/1986,1,2,0,1.7,.2
TR,1986,168,06/17/1986,1,2,3,1.6,.1
TR,1986,168,06/17/1986,1,2,8,2.1,.2
TR,1986,168,06/17/1986,1,2,15,2.3,.8
TR,1990,232,08/20/1990,1,2,0,2,2.5
TR,1990,232,08/20/1990,1,2,3,2.6,1.4
TR,1990,232,08/20/1990,1,2,5,1.3,3.2
TR,1990,232,08/20/1990,1,2,8,2.5,1.7
TR,1990,232,08/20/1990,1,2,20,1.3,2.7
TR,1989,235,08/23/1989,1,2,3,2.1,.2
TR,1989,235,08/23/1989,1,2,5,2.1,.5
TR,1989,235,08/23/1989,1,2,8,2.3,.9
TR,1989,235,08/23/1989,1,2,10,2.6,1.2
TR,1989,235,08/23/1989,1,2,20,1.4,.8
TR,1989,235,08/23/1989,1,2,27,.5,.6
TR,1987,237,08/25/1987,1,2,0,2.2,.6
TR,1987,237,08/25/1987,1,2,3,2.9,-.2
TR,1987,237,08/25/1987,1,2,5,2.5,.4
TR,1987,237,08/25/1987,1,2,8,2.7,.1
TR,1987,237,08/25/1987,1,2,10,2.4,.7
TR,1987,237,08/25/1987,1,2,20,2.3,.7
TR,1987,237,08/25/1987,1,2,31,6,1.4
TR,1992,237,08/24/1992,1,2,5,2.6,-.9
TR,1992,237,08/24/1992,1,2,8,2.1,.2
TR,1992,237,08/24/1992,1,2,10,2.4,-.1
TR,1992,237,08/24/1992,1,2,20,1.5,.4
TR,1992,237,08/24/1992,1,2,27,.7,-.2
TR,1982,333,11/29/1982,1,2,20,6.5,-.6
TR,1982,333,11/29/1982,1,2,27,5.5,.8
TR,1983,334,11/30/1983,1,2,3,7.3,-.4
TR,1983,334,11/30/1983,1,2,8,5.9,-.5
TR,1983,334,11/30/1983,1,2,10,7.1,
TR,1983,334,11/30/1983,1,2,15,6.1,.7
TR,1983,334,11/30/1983,1,2,27,6.5,-.3
TR,1983,334,11/30/1983,1,2,30,7.3,-.4
TR,1981,337,12/03/1981,1,2,0,11.6,
TR,1981,337,12/03/1981,1,2,8,13.7,
TR,1981,337,12/03/1981,1,2,15,15.1,
TR,1981,337,12/03/1981,1,2,20,16.2,
TR,1981,337,12/03/1981,1,2,27,15.4,
TR,1981,337,12/03/1981,1,2,33,16.2,
TR,1992,14,01/14/1992,2,2,20,1.4,-.1
TR,1990,16,01/16/1990,2,2,20,.7,.4
TR,1988,18,01/18/1988,2,2,5,3.3,.9
TR,1989,52,02/21/1989,2,2,15,.2,.4
TR,1987,57,02/26/1987,2,2,32,.3,.7
TR,1986,63,03/04/1986,2,2,32,2.9,2.2
TR,1992,85,03/25/1992,2,2,0,.2,.2
TR,1990,89,03/30/1990,2,2,15,2.4,.4
TR,1984,102,04/11/1984,2,2,5,3,.2
TR,1986,112,04/22/1986,2,2,8,4.6,.6
TR,1990,122,05/02/1990,2,2,20,5.2,.6
TR,1986,127,05/07/1986,2,2,8,7.1,.8
TR,1988,131,05/10/1988,2,2,5,5.4,.4
TR,1985,133,05/13/1985,2,2,15,6.5,-.8
TR,1990,134,05/14/1990,2,2,32,3.4,.7
TR,1987,139,05/19/1987,2,2,10,4.3,.4
TR,1991,140,05/20/1991,2,2,32,7.3,-4.6
TR,1984,143,05/22/1984,2,2,15,4.8,1.7
TR,1985,148,05/28/1985,2,2,0,5.2,-3.1
TR,1987,152,06/01/1987,2,2,32,4.1,1.1
TR,1986,155,06/04/1986,2,2,32,2.5,1.3
TR,1991,155,06/04/1991,2,2,5,2.2,1.3
TR,1985,162,06/11/1985,2,2,5,2.5,-.3
TR,1990,162,06/11/1990,2,2,32,1.4,1.9
TR,1989,163,06/12/1989,2,2,32,3.2,-.3
TR,1986,168,06/17/1986,2,2,5,1.9,.2
TR,1991,170,06/19/1991,2,2,27,1.4,1
TR,1985,177,06/26/1985,2,2,5,2.6,0
TR,1986,181,06/30/1986,2,2,27,.6,.4
TR,1988,131,05/10/1988,1,2,5,5.5,.5
TR,1982,133,05/13/1982,1,2,0,12.3,
TR,1982,133,05/13/1982,1,2,30,3.8,
TR,1991,140,05/20/1991,1,2,20,1,1.8
TR,1986,141,05/21/1986,1,2,10,11.4,1.1
TR,1984,143,05/22/1984,1,2,10,11,-1.7
TR,1983,144,05/24/1983,1,2,8,6.4,-.4
TR,1982,146,05/26/1982,1,2,4,6.3,
TR,1982,146,05/26/1982,1,2,32,2.9,
TR,1986,155,06/04/1986,1,2,27,2.5,1.4
TR,1983,158,06/07/1983,1,2,8,5.5,-.1
TR,1982,159,06/08/1982,1,2,19,3.7,
TR,1982,159,06/08/1982,1,2,22,2.9,
TR,1985,162,06/11/1985,1,2,12,4.7,.6
TR,1990,162,06/11/1990,1,2,8,-.6,3
TR,1990,162,06/11/1990,1,2,15,7.2,-3.4
TR,1989,163,06/12/1989,1,2,5,2.6,.7
TR,1992,168,06/16/1992,1,2,3,2,-.7
TR,1983,171,06/20/1983,1,2,5,3.7,.1
TR,1984,171,06/19/1984,1,2,0,.5,.5
TR,1984,171,06/19/1984,1,2,32,3,-.7
TR,1988,173,06/21/1988,1,2,0,1.5,.2
TR,1986,168,06/17/1986,1,2,32,1.2,.8
TR,1992,168,06/16/1992,1,2,0,1.9,-.1
TR,1992,168,06/16/1992,1,2,6,2.2,.1
TR,1992,168,06/16/1992,1,2,10,4.7,1
TR,1992,168,06/16/1992,1,2,15,5.4,.8
TR,1992,168,06/16/1992,1,2,20,3.2,-.1
TR,1992,168,06/16/1992,1,2,27,3.5,-.7
TR,1992,168,06/16/1992,1,2,32,2.5,.2
TR,1991,170,06/19/1991,1,2,0,1.3,.7
TR,1991,170,06/19/1991,1,2,3,.5,.3
TR,1991,170,06/19/1991,1,2,5,-1,5.5
TR,1991,170,06/19/1991,1,2,8,.2,6.5
TR,1991,170,06/19/1991,1,2,10,8.4,-3.2
TR,1991,170,06/19/1991,1,2,20,1.9,1
TR,1991,170,06/19/1991,1,2,27,3.2,-1.9
TR,1983,171,06/20/1983,1,2,0,.5,2.1
TR,1983,171,06/20/1983,1,2,8,4.1,1.1
TR,1983,171,06/20/1983,1,2,10,7.7,0
TR,1983,171,06/20/1983,1,2,12,6.8,1.1
TR,1983,171,06/20/1983,1,2,15,4.8,.3
TR,1983,171,06/20/1983,1,2,20,4.3,-1.1
TR,1981,238,08/26/1981,1,2,3,3.8,
TR,1981,238,08/26/1981,1,2,10,5.1,
TR,1981,238,08/26/1981,1,2,27,2.1,
TR,1981,238,08/26/1981,1,2,33,1.3,
TR,1991,240,08/28/1991,1,2,5,2.4,-.1
TR,1991,240,08/28/1991,1,2,8,2.6,.4
TR,1991,240,08/28/1991,1,2,20,2,.1
TR,1991,240,08/28/1991,1,2,27,1.2,-.3
TR,1986,241,08/29/1986,1,2,0,3.1,.2
TR,1986,241,08/29/1986,1,2,3,3.3,.3
TR,1986,241,08/29/1986,1,2,5,5.6,-3.1
TR,1986,241,08/29/1986,1,2,8,2.6,.6
TR,1986,241,08/29/1986,1,2,10,2.6,.7
TR,1986,241,08/29/1986,1,2,15,1.7,.8
TR,1986,241,08/29/1986,1,2,27,.3,.5
TR,1986,241,08/29/1986,1,2,32,.4,.1
TR,1988,242,08/29/1988,1,2,0,2.4,.8
TR,1988,242,08/29/1988,1,2,3,3.4,-.8
TR,1988,242,08/29/1988,1,2,5,2.6,-.1
TR,1988,242,08/29/1988,1,2,8,2.7,-.2
TR,1988,242,08/29/1988,1,2,15,2.5,.8
TR,1988,242,08/29/1988,1,2,27,.5,.4
TB,1990,249,09/06/1990,1,1,0,9.9,4.8
TB,1990,249,09/06/1990,1,1,3,27.5,103.5
TB,1991,254,09/11/1991,1,1,0,78.2,-19.9
TB,1991,254,09/11/1991,1,1,3,84.7,-41.6
TB,1988,259,09/15/1988,1,1,2,7.8,2.2
TB,1989,263,09/20/1989,1,1,2,9,5.3
TB,1991,267,09/24/1991,1,1,7,18.7,16.5
TB,1992,268,09/24/1992,1,1,5,18.2,6.1
TB,1988,272,09/28/1988,1,1,5,5.5,15.2
TB,1990,274,10/01/1990,1,1,5,25.9,12
TB,1989,276,10/03/1989,1,1,3,19.8,43.4
TB,1988,285,10/11/1988,1,1,6,6,11.9
TB,1988,299,10/25/1988,1,1,2,8.9,5.1
TB,1989,303,10/30/1989,1,1,7,6.8,8.9
TB,1991,308,11/04/1991,1,1,3,9.7,5.4
TB,1988,61,03/01/1988,2,1,3,.1,.9
TB,1989,138,05/18/1989,2,1,0,3.8,1
TB,1988,158,06/06/1988,2,1,3,7.7,6.1
TB,1990,234,08/22/1990,2,1,0,3,7.8
TB,1989,276,10/03/1989,2,1,5,6.4,10.7
TB,1988,299,10/25/1988,2,1,6,6.1,8.1
TR,1992,14,01/14/1992,1,2,3,2.7,.1
TR,1992,14,01/14/1992,1,2,27,1.7,-.7
TR,1991,15,01/15/1991,1,2,10,1.3,1.1
TR,1989,16,01/16/1989,1,2,0,1.2,.2
TR,1989,16,01/16/1989,1,2,8,1.2,.4
TR,1990,16,01/16/1990,1,2,20,.6,.6
TR,1991,51,02/20/1991,1,2,12,1,.4
TB,1993,14,01/14/1993,1,1,0,26.9,1.7
TB,1993,14,01/14/1993,1,1,3,3.3,6.2
TB,1993,14,01/14/1993,1,1,5,2.5,8.6
TB,1993,55,02/24/1993,1,1,0,3.3,1.4
TB,1993,55,02/24/1993,1,1,2,10.9,-6.4
TB,1993,55,02/24/1993,1,1,3,1.3,3.9
TB,1993,55,02/24/1993,1,1,5,3.1,3.5
TB,1993,82,03/23/1993,1,1,5,1.7,3.7
TB,1993,82,03/23/1993,1,1,7,3.1,8.5
TB,1993,123,05/03/1993,1,1,2,12.6,5.6
TB,1993,123,05/03/1993,1,1,5,6.6,5.4
TB,1993,123,05/03/1993,1,1,7,4.7,9
TB,1993,140,05/20/1993,1,1,2,70,-2
TB,1993,140,05/20/1993,1,1,5,9.4,6
TB,1993,154,06/03/1993,1,1,2,260.7,-21.1
TB,1993,165,06/14/1993,1,1,2,118.4,29.5
TB,1993,165,06/14/1993,1,1,3,50.8,11
TB,1993,165,06/14/1993,1,1,7,6,9.1
TB,1993,179,06/28/1993,1,1,0,20.9,-4.4
TB,1993,179,06/28/1993,1,1,3,44.7,13.2
TB,1993,179,06/28/1993,1,1,7,15.4,4.6
TB,1993,196,07/15/1993,1,1,3,63.9,-13.8
TB,1993,196,07/15/1993,1,1,5,32.2,-2.5
TB,1993,207,07/26/1993,1,1,0,29.7,-10.9
TB,1993,207,07/26/1993,1,1,3,72.9,-8.8
TB,1993,207,07/26/1993,1,1,5,21.8,1.6
TB,1993,221,08/09/1993,1,1,0,32.9,-11.8
TB,1993,221,08/09/1993,1,1,3,109.7,-15.1
AL,1994,252,09/09/1994,1,1,6,15.6,-11.2
AL,1994,252,09/09/1994,1,1,7,16.1,-8.8
BM,1994,11,01/11/1994,1,1,0,2.9,-1
BM,1994,11,01/11/1994,1,1,3,1.5,-.4
BM,1994,11,01/11/1994,1,1,5,1.4,-.3
BM,1994,11,01/11/1994,1,1,8,1.9,-.5
BM,1994,11,01/11/1994,1,1,10,1.3,-.4
BM,1994,11,01/11/1994,1,1,12,1,-.2
BM,1994,11,01/11/1994,1,1,16,1.2,-.3
BM,1994,11,01/11/1994,1,1,19,.9,-.2
BM,1994,291,10/18/1994,1,1,0,5.4,-1.2
BM,1994,291,10/18/1994,1,1,3,6.2,-1.6
BM,1994,291,10/18/1994,1,1,5,6.2,-1.5
BM,1994,291,10/18/1994,1,1,8,5.6,-1
BM,1994,291,10/18/1994,1,1,10,5.1,-1
BM,1994,291,10/18/1994,1,1,12,4.9,-1.1
BM,1994,291,10/18/1994,1,1,19,5.5,3.3
BM,1994,278,10/05/1994,1,1,0,4.4,-.5
BM,1994,278,10/05/1994,1,1,3,4.9,-1.2
BM,1994,278,10/05/1994,1,1,5,5.4,-1.5
BM,1994,278,10/05/1994,1,1,8,4.9,-1
BM,1994,278,10/05/1994,1,1,10,5.3,-1.4
BM,1994,278,10/05/1994,1,1,12,3.8,-.2
BM,1994,278,10/05/1994,1,1,16,8.8,.6
BM,1994,278,10/05/1994,1,1,18,9.5,.2
BM,1994,318,11/14/1994,1,1,0,3.2,-.5
BM,1994,318,11/14/1994,1,1,3,4.2,-1.6
BM,1994,318,11/14/1994,1,1,5,3.4,-.6
BM,1994,318,11/14/1994,1,1,8,3.3,-.5
BM,1994,318,11/14/1994,1,1,12,3.3,-.6
BM,1994,318,11/14/1994,1,1,16,3.6,-.7
BM,1994,307,11/03/1994,1,1,0,5.2,-1.2
BM,1994,307,11/03/1994,1,1,3,4.9,-.8
BM,1994,307,11/03/1994,1,1,5,4.9,-1
BM,1994,307,11/03/1994,1,1,8,5.5,-1.1
TR,1982,133,05/13/1982,1,2,8,9.5,
TR,1985,133,05/13/1985,1,2,0,6.3,-1.1
TR,1985,133,05/13/1985,1,2,3,3.1,3.2
TR,1985,133,05/13/1985,1,2,20,4.8,-.3
TR,1987,139,05/19/1987,1,2,5,4.3,.7
TR,1986,141,05/21/1986,1,2,3,3,.2
TR,1984,143,05/22/1984,1,2,5,4.8,1.9
TR,1984,143,05/22/1984,1,2,15,6.1,1.3
TR,1983,144,05/24/1983,1,2,5,5.5,-.1
TR,1983,144,05/24/1983,1,2,20,3.1,.6
TR,1982,146,05/26/1982,1,2,0,5.4,
TR,1982,146,05/26/1982,1,2,8,12.1,
TR,1982,146,05/26/1982,1,2,16,5.4,
TR,1982,146,05/26/1982,1,2,25,2,
TR,1985,148,05/28/1985,1,2,0,2.4,-.2
TR,1985,148,05/28/1985,1,2,27,2.5,.5
TR,1987,152,06/01/1987,1,2,0,1.4,0
TR,1987,152,06/01/1987,1,2,8,3.1,.5
TR,1987,152,06/01/1987,1,2,27,3,.9
TR,1986,155,06/04/1986,1,2,20,2.9,1
TR,1983,158,06/07/1983,1,2,3,3.4,.5
TR,1983,158,06/07/1983,1,2,15,2.2,.1
TR,1982,159,06/08/1982,1,2,20,3.4,
TR,1985,162,06/11/1985,1,2,0,2.2,-.2
TR,1985,162,06/11/1985,1,2,9,4.6,-.7
TR,1986,168,06/17/1986,1,2,5,1.9,.2
TR,1986,168,06/17/1986,1,2,10,4.4,.9
TR,1986,168,06/17/1986,1,2,27,1,.8
TR,1983,171,06/20/1983,1,2,3,4.8,-2.1
TR,1984,171,06/19/1984,1,2,27,2.9,-.9
TR,1982,173,06/22/1982,1,2,9,.7,2.1
TR,1985,177,06/26/1985,1,2,3,2.2,-.1
TR,1985,177,06/26/1985,1,2,12,3.4,.1
TR,1988,63,03/03/1988,1,2,5,6.1,.5
TR,1988,63,03/03/1988,1,2,31,.6,.7
TR,1992,85,03/25/1992,1,2,10,1.6,.3
TR,1990,89,03/30/1990,1,2,8,2.3,.4
TR,1990,89,03/30/1990,1,2,20,2,.2
TR,1990,89,03/30/1990,1,2,27,1.2,.4
TR,1991,91,04/01/1991,1,2,10,2.1,.8
TR,1988,119,04/28/1988,1,2,5,5.8,1.4
TR,1988,119,04/28/1988,1,2,15,5.1,1.3
TR,1990,122,05/02/1990,1,2,10,5.6,.7
TR,1991,128,05/08/1991,1,2,8,-6.4,14.7
TR,1988,131,05/10/1988,1,2,0,5.1,1
TR,1992,132,05/11/1992,1,2,20,6.3,-.7
TR,1990,134,05/14/1990,1,2,20,4,.9
TR,1989,135,05/15/1989,1,2,0,3.3,-.1
TR,1989,135,05/15/1989,1,2,27,4.1,.1
TR,1991,140,05/20/1991,1,2,5,10.8,-7.9
TR,1991,140,05/20/1991,1,2,15,11.2,-6.6
TR,1991,140,05/20/1991,1,2,27,8.2,-5.6
TR,1992,140,05/19/1992,1,2,3,7.3,1.6
TR,1988,144,05/23/1988,1,2,27,2.9,1.4
TR,1990,149,05/29/1990,1,2,3,1.6,.4
TR,1990,149,05/29/1990,1,2,32,4.5,1.7
TR,1990,162,06/11/1990,1,2,32,-5.6,10
TB,1993,235,08/23/1993,1,1,2,93.8,-32
TB,1993,235,08/23/1993,1,1,5,34.7,-.4
TB,1993,235,08/23/1993,1,1,7,29.9,-2.3
TB,1993,252,09/09/1993,1,1,3,225.9,-139.4
TB,1993,252,09/09/1993,1,1,5,40.5,-13.3
TB,1993,265,09/22/1993,1,1,0,130,-51.3
TB,1993,265,09/22/1993,1,1,2,6.9,-.9
TB,1993,280,10/07/1993,1,1,0,22.5,-5.9
TB,1993,280,10/07/1993,1,1,2,9.1,-1.7
TB,1993,280,10/07/1993,1,1,3,11.1,-2.5
TB,1993,280,10/07/1993,1,1,7,17,6.3
TB,1993,292,10/19/1993,1,1,0,9.9,-4
TB,1993,292,10/19/1993,1,1,3,5.1,.1
TB,1993,306,11/02/1993,1,1,2,11.1,-1.5
TB,1993,306,11/02/1993,1,1,3,8.6,-.3
TB,1993,55,02/24/1993,2,1,0,5.4,.9
TB,1993,140,05/20/1993,2,1,3,33,3.1
TB,1993,165,06/14/1993,2,1,2,150.4,16.3
TB,1993,179,06/28/1993,2,1,0,21.5,-12.3
TB,1993,196,07/15/1993,2,1,2,493.3,-164
TB,1993,221,08/09/1993,2,1,0,36,-12.6
TB,1993,235,08/23/1993,2,1,7,23.8,2.8
TB,1993,252,09/09/1993,2,1,2,98,-53.7
TB,1993,280,10/07/1993,2,1,0,21.4,-4.6
TB,1993,292,10/19/1993,2,1,5,23.7,1.9
TR,1993,12,01/12/1993,1,2,3,2.6,.1
TR,1993,12,01/12/1993,1,2,8,2,.3
