LAKEID,YEAR4,DAYNUM,SAMPLEDATE,EXTCOEF,LIGHTEXT_FLAG,COMMENTS
AL,1982,228,08/16/1982,.814,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
AL,1985,231,08/19/1985,1.94,,
AL,1990,234,08/22/1990,.816,,
AL,1986,238,08/26/1986,.779,,
AL,1987,238,08/26/1987,.998,,
AL,1981,239,08/27/1981,.637,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
AL,1988,243,08/30/1988,1.073,,
AL,1990,247,09/04/1990,.769,,
AL,1989,249,09/06/1989,.922,,
AL,1984,250,09/06/1984,,V,extcoef: Insufficient light data
AL,1982,251,09/08/1982,1.003,,
AL,1983,252,09/09/1983,.882,,
AL,1987,253,09/10/1987,.978,,
AL,1991,253,09/10/1991,.799,,
AL,1981,255,09/12/1981,.961,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
AL,1985,255,09/12/1985,1.141,,
AL,1992,255,09/11/1992,1.204,,
AL,1990,261,09/18/1990,1.12,,
AL,1989,262,09/19/1989,1.332,,
AL,1982,264,09/21/1982,1.37,,
AL,1986,265,09/22/1986,.658,,
AL,1992,265,09/21/1992,1.134,,
AL,1991,266,09/23/1991,,V,extcoef: Light not monotonically decreasing
AL,1981,269,09/26/1981,,V,extcoef: Insufficient light data
AL,1983,272,09/29/1983,1.043,,
AL,1988,272,09/28/1988,1.047,,
AL,1985,273,09/30/1985,.636,,
AL,1990,276,10/03/1990,1.129,,
AL,1989,277,10/04/1989,.863,,
AL,1982,278,10/05/1982,.81,,
AL,1987,278,10/05/1987,1.026,,
AL,1986,282,10/09/1986,1.033,,
AL,1991,282,10/09/1991,.949,,
AL,1990,290,10/17/1990,1.205,,
AL,1989,291,10/18/1989,.624,,
AL,1987,294,10/21/1987,.685,,
AL,1981,295,10/22/1981,.779,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
AL,1982,295,10/22/1982,1.168,,
AL,1985,295,10/22/1985,.874,,
AL,1986,295,10/22/1986,.887,,
AL,1992,295,10/21/1992,.701,,
AL,1991,301,10/28/1991,,V,extcoef: Light not monotonically decreasing
AL,1989,304,10/31/1989,.646,,
AL,1990,304,10/31/1990,1.102,,
AL,1986,307,11/03/1986,,V,extcoef: Insufficient light data
AL,1988,307,11/02/1988,.523,,
AL,1992,311,11/06/1992,.788,,
AL,1982,312,11/08/1982,.927,,
AL,1984,313,11/08/1984,1.154,,
AL,1989,313,11/09/1989,.634,,
AL,1985,315,11/11/1985,,V,extcoef: Insufficient light data
AL,1987,322,11/18/1987,.671,,
BM,1982,56,02/25/1982,,V,extcoef: No light data
BM,1987,56,02/25/1987,.425,,
BM,1987,83,03/24/1987,.267,,
BM,1985,101,04/11/1985,.306,,
BM,1987,106,04/16/1987,.292,,
BM,1986,113,04/23/1986,.323,,
BM,1988,116,04/25/1988,.331,,
BM,1985,121,05/01/1985,.349,,
BM,1990,121,05/01/1990,.316,,
BM,1986,128,05/08/1986,.299,,
BM,1983,130,05/10/1983,.242,,
BM,1985,134,05/14/1985,.41,,
BM,1990,134,05/14/1990,.238,,
BM,1991,140,05/20/1991,.275,,
BM,1987,141,05/21/1987,,V,extcoef: Light not monotonically decreasing
BM,1992,141,05/20/1992,.378,,
BM,1988,146,05/25/1988,.232,,
BM,1985,150,05/30/1985,.336,,
BM,1989,151,05/31/1989,,V,extcoef: Light not monotonically decreasing
BM,1981,155,06/04/1981,,V,extcoef: No light data
BM,1986,155,06/04/1986,.251,,
BM,1992,155,06/03/1992,.198,,
BM,1983,157,06/06/1983,.245,,
BM,1984,158,06/06/1984,,V,extcoef: Light not monotonically decreasing
BM,1988,161,06/09/1988,.274,,
BM,1989,163,06/12/1989,.247,,
BM,1990,164,06/13/1990,.262,,
BM,1981,168,06/17/1981,.37,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
BM,1991,168,06/17/1991,,V,extcoef: Light not monotonically decreasing
BM,1986,169,06/18/1986,.28,,
BM,1992,170,06/18/1992,.237,,
BM,1983,173,06/22/1983,.269,,
BM,1988,174,06/22/1988,.278,,
BM,1989,178,06/27/1989,.256,,
BM,1981,181,06/30/1981,.399,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
BM,1986,182,07/01/1986,.286,,
BM,1991,182,07/01/1991,.254,,
BM,1984,185,07/03/1984,,V,extcoef: Light not monotonically decreasing
BM,1983,187,07/06/1983,.276,,
BM,1988,187,07/05/1988,.306,,
BM,1990,190,07/09/1990,.334,,
BM,1992,190,07/08/1992,,V,extcoef: No light data
BM,1989,191,07/10/1989,.294,,
BM,1991,196,07/15/1991,.308,,
BM,1992,196,07/14/1992,.335,,
BM,1986,197,07/16/1986,.309,,
SP,1981,258,09/15/1981,.334,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1989,261,09/18/1989,,V,extcoef: Light not monotonically decreasing
SP,1990,262,09/19/1990,.319,,
SP,1982,263,09/20/1982,,V,extcoef: No light data
SP,1981,265,09/22/1981,,V,extcoef: Insufficient light data
SP,1986,265,09/22/1986,.256,,
SP,1992,268,09/24/1992,.349,,
SP,1984,269,09/25/1984,,V,extcoef: No light data
SP,1983,270,09/27/1983,.311,,
SP,1985,273,09/30/1985,.195,,
SP,1989,275,10/02/1989,.221,,
SP,1990,275,10/02/1990,.338,,
SP,1992,279,10/05/1992,,V,extcoef: Light not monotonically decreasing
SP,1986,280,10/07/1986,.362,,
SP,1991,280,10/07/1991,.363,,
SP,1989,289,10/16/1989,.289,,
SP,1990,289,10/16/1990,.348,,
SP,1983,290,10/17/1983,.334,,
SP,1981,292,10/19/1981,.323,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1987,293,10/20/1987,.358,,
SP,1986,294,10/21/1986,.398,,
SP,1985,296,10/23/1985,.278,,
SP,1988,298,10/24/1988,.346,,
SP,1990,304,10/31/1990,.565,,
SP,1989,305,11/01/1989,.331,,
SP,1983,306,11/02/1983,.308,,
SP,1987,306,11/02/1987,.546,,
SP,1984,312,11/07/1984,.493,,
SP,1982,314,11/10/1982,.317,,
SP,1992,314,11/09/1992,.596,,
SP,1985,315,11/11/1985,.554,,
SP,1990,316,11/12/1990,.527,,
SP,1989,318,11/14/1989,.368,,
SP,1984,331,11/26/1984,.418,,
SP,1981,336,12/02/1981,.35,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1982,336,12/02/1982,.328,,
CB,1990,288,10/15/1990,2.087,,
CB,1984,291,10/17/1984,1.281,J,extcoef: Calculated from 2 frlight values
CB,1989,291,10/18/1989,,V,extcoef: Light not monotonically decreasing
CB,1986,293,10/20/1986,1.626,J,extcoef: Calculated from 2 frlight values
CB,1987,293,10/20/1987,1.299,J,extcoef: Calculated from 2 frlight values
CB,1981,296,10/23/1981,,V,extcoef: Insufficient light data
CB,1992,296,10/22/1992,2.135,,
CB,1985,297,10/24/1985,1.419,J,extcoef: Calculated from 2 frlight values
CB,1988,301,10/27/1988,,V,extcoef: Insufficient light data
CB,1987,302,10/29/1987,1.623,J,extcoef: Calculated from 2 frlight values
CB,1989,303,10/30/1989,1.79,,
CB,1984,310,11/05/1984,.858,J,extcoef: Calculated from 2 frlight values
CB,1992,310,11/05/1992,2.796,,
CB,1989,311,11/07/1989,2.523,,
CB,1990,312,11/08/1990,1.847,,
CB,1982,315,11/11/1982,,V,extcoef: Insufficient light data
CB,1985,316,11/12/1985,,V,extcoef: Insufficient light data
CB,1983,320,11/16/1983,,V,extcoef: No light data
CB,1987,321,11/17/1987,,V,extcoef: Insufficient light data
CB,1988,321,11/16/1988,1.068,J,extcoef: Calculated from 2 frlight values
CR,1987,56,02/25/1987,.181,,
CR,1987,84,03/25/1987,.187,,
CR,1983,89,03/30/1983,,V,extcoef: No light data
CR,1982,98,04/08/1982,,V,extcoef: No light data
CR,1987,111,04/21/1987,.199,,
CR,1981,113,04/23/1981,,V,extcoef: No light data
CR,1984,116,04/25/1984,,V,extcoef: No light data
CR,1988,117,04/26/1988,,V,extcoef: Light not monotonically decreasing
CR,1985,121,05/01/1985,.23,,
CR,1986,125,05/05/1986,.212,,
CR,1987,125,05/05/1987,.18,,
CR,1981,126,05/06/1981,,V,extcoef: No light data
CR,1983,132,05/12/1983,.213,,
CR,1988,133,05/12/1988,.168,,
CR,1985,135,05/15/1985,.246,,
CR,1990,136,05/16/1990,.216,,
CR,1989,137,05/17/1989,.282,,
CR,1992,139,05/18/1992,.314,,
CR,1981,140,05/20/1981,,V,extcoef: No light data
CR,1986,142,05/22/1986,.209,,
CR,1991,142,05/22/1991,.255,,
CR,1984,144,05/23/1984,.25,,
CR,1989,152,06/01/1989,,V,extcoef: Light not monotonically decreasing
CR,1981,155,06/04/1981,,V,extcoef: No light data
CR,1987,155,06/04/1987,.207,,
CR,1986,156,06/05/1986,.176,,
CR,1983,157,06/06/1983,,V,extcoef: Light not monotonically decreasing
CR,1991,157,06/06/1991,.297,,
CR,1984,159,06/07/1984,.225,,
CR,1988,160,06/08/1988,.206,,
CR,1990,163,06/12/1990,.204,,
CR,1989,166,06/15/1989,.241,,
CR,1981,167,06/16/1981,.195,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1992,170,06/18/1992,,V,extcoef: Light not monotonically decreasing
CR,1991,171,06/20/1991,.217,,
CR,1983,172,06/21/1983,,V,extcoef: Light not monotonically decreasing
CR,1987,173,06/22/1987,.179,,
CR,1982,175,06/24/1982,.175,,
CR,1985,175,06/24/1985,,V,extcoef: Light not monotonically decreasing
CR,1988,175,06/23/1988,.251,,
CR,1990,179,06/28/1990,.242,,
CR,1989,180,06/29/1989,.237,,
CR,1981,182,07/01/1981,.167,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1986,183,07/02/1986,,V,extcoef: Light not monotonically decreasing
CR,1991,183,07/02/1991,.285,,
CR,1984,186,07/04/1984,.213,,
CR,1983,188,07/07/1983,.189,,
CR,1988,188,07/06/1988,.232,,
CR,1992,188,07/06/1992,.209,,
CR,1990,192,07/11/1990,,V,extcoef: Light not monotonically decreasing
CR,1989,193,07/12/1989,.245,,
CR,1981,195,07/14/1981,.178,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1986,198,07/17/1986,.248,,
CR,1991,198,07/17/1991,.26,,
CR,1982,200,07/19/1982,,V,extcoef: No light data
CR,1984,200,07/18/1984,.239,,
CR,1983,201,07/20/1983,.212,,
CR,1988,203,07/21/1988,.267,,
CR,1990,206,07/25/1990,.24,,
CR,1989,208,07/27/1989,,V,extcoef: Light not monotonically decreasing
CR,1987,210,07/29/1987,.271,,
CR,1986,211,07/30/1986,.25,,
CR,1984,212,07/30/1984,,V,extcoef: No light data
CR,1992,212,07/30/1992,.283,,
CR,1991,213,08/01/1991,.26,,
CR,1983,214,08/02/1983,.26,,
CR,1988,215,08/02/1988,.293,,
CR,1985,219,08/07/1985,,V,extcoef: Light not monotonically decreasing
CR,1989,221,08/09/1989,,V,extcoef: Light not monotonically decreasing
CR,1990,221,08/09/1990,.278,,
CR,1981,224,08/12/1981,.213,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1987,224,08/12/1987,.258,,
CR,1984,226,08/13/1984,.22,,
CR,1986,226,08/14/1986,.207,,
CR,1991,227,08/15/1991,.254,,
CR,1983,228,08/16/1983,.256,,
CR,1990,235,08/23/1990,.255,,
CR,1981,237,08/25/1981,.191,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1992,238,08/25/1992,,V,extcoef: Light not monotonically decreasing
CR,1986,239,08/27/1986,.269,,
CR,1987,239,08/27/1987,.276,,
CR,1984,249,09/05/1984,,V,extcoef: Light not monotonically decreasing
CR,1990,249,09/06/1990,.234,,
CR,1989,250,09/07/1989,.214,,
CR,1987,251,09/08/1987,.317,,
CR,1982,252,09/09/1982,.225,,
CR,1983,252,09/09/1983,.266,,
CR,1981,253,09/10/1981,.219,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1985,254,09/11/1985,.305,,
CR,1986,254,09/11/1986,.189,,
CR,1990,262,09/19/1990,.334,,
CR,1989,264,09/21/1989,.28,,
CR,1982,265,09/22/1982,.261,,
CR,1992,266,09/22/1992,.258,,
CR,1981,267,09/24/1981,.152,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1991,268,09/25/1991,.26,,
CR,1983,269,09/26/1983,.273,,
CR,1984,271,09/27/1984,.308,,
CR,1985,275,10/02/1985,,V,extcoef: Light not monotonically decreasing
CR,1990,277,10/04/1990,.286,,
CR,1982,278,10/05/1982,.257,,
CR,1989,278,10/05/1989,.182,,
CR,1992,282,10/08/1992,,V,extcoef: Light not monotonically decreasing
CR,1991,283,10/10/1991,,V,extcoef: Light not monotonically decreasing
CR,1988,285,10/11/1988,.22,,
CR,1984,290,10/16/1984,.197,,
CR,1990,290,10/17/1990,.233,,
CR,1981,292,10/19/1981,,V,extcoef: No light data
CR,1989,292,10/19/1989,.263,,
CR,1982,294,10/21/1982,.24,,
CR,1992,294,10/20/1992,.273,,
CR,1985,295,10/22/1985,.233,,
CR,1986,295,10/22/1986,.251,,
CR,1987,295,10/22/1987,.27,,
CR,1989,304,10/31/1989,.224,,
CR,1991,304,10/31/1991,.257,,
CR,1990,305,11/01/1990,.427,,
CR,1986,307,11/03/1986,,V,extcoef: Light not monotonically decreasing
CR,1984,311,11/06/1984,.317,,
CR,1988,313,11/08/1988,.297,,
CR,1992,314,11/09/1992,,V,extcoef: Light not monotonically decreasing
CR,1982,315,11/11/1982,.224,,
CR,1985,317,11/13/1985,.288,,
CR,1986,321,11/17/1986,.224,,
CR,1987,322,11/18/1987,.222,,
CR,1981,335,12/01/1981,.181,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1982,55,02/24/1982,,V,extcoef: No light data
SP,1983,55,02/24/1983,,V,extcoef: No light data
SP,1987,55,02/24/1987,.352,,
SP,1987,83,03/24/1987,.327,,
SP,1985,101,04/11/1985,,V,extcoef: No light data
SP,1987,110,04/20/1987,.372,,
SP,1986,114,04/24/1986,.482,,
SP,1984,117,04/26/1984,,V,extcoef: No light data
SP,1985,119,04/29/1985,.394,,
SP,1990,120,04/30/1990,.434,,
SP,1989,121,05/01/1989,.383,,
SP,1987,125,05/05/1987,.369,,
SP,1992,127,05/06/1992,.528,,
SP,1985,135,05/15/1985,.357,,
SP,1990,135,05/15/1990,.299,,
SP,1989,137,05/17/1989,.365,,
SP,1992,140,05/19/1992,.419,,
SP,1991,142,05/22/1991,.289,,
SP,1988,145,05/24/1988,.298,,
SP,1982,147,05/27/1982,,V,extcoef: Light not monotonically decreasing
SP,1985,149,05/29/1985,.309,,
SP,1989,150,05/30/1989,.275,,
SP,1987,153,06/02/1987,.336,,
SP,1986,154,06/03/1986,.369,,
SP,1992,154,06/02/1992,.399,,
SP,1981,155,06/04/1981,,V,extcoef: No light data
SP,1988,158,06/06/1988,.281,,
SP,1985,161,06/10/1985,.329,,
SP,1989,164,06/13/1989,.254,,
SP,1990,165,06/14/1990,.395,,
SP,1981,167,06/16/1981,,V,extcoef: No light data
SP,1986,167,06/16/1986,.35,,
SP,1992,167,06/15/1992,.321,,
SP,1988,173,06/21/1988,.263,,
SP,1982,174,06/23/1982,,V,extcoef: Light not monotonically decreasing
SP,1985,176,06/25/1985,.287,,
SP,1989,177,06/26/1989,.315,,
SP,1990,177,06/26/1990,.302,,
SP,1987,180,06/29/1987,.336,,
SP,1981,181,06/30/1981,.293,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1986,181,06/30/1986,.349,,
SP,1991,182,07/01/1991,.305,,
SP,1992,182,06/30/1992,.379,,
SP,1984,187,07/05/1984,,V,extcoef: Light not monotonically decreasing
SP,1983,189,07/08/1983,.364,,
SP,1985,191,07/10/1985,.308,,
SP,1989,191,07/10/1989,.35,,
SP,1990,191,07/10/1990,.299,,
SP,1987,194,07/13/1987,.35,,
SP,1986,195,07/14/1986,.284,,
SP,1992,196,07/14/1992,.372,,
SP,1981,197,07/16/1981,.329,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1984,198,07/16/1984,.268,,
SP,1988,200,07/18/1988,.253,,
SP,1983,202,07/21/1983,.344,,
SP,1990,204,07/23/1990,.286,,
SP,1989,205,07/24/1989,.277,,
SP,1981,208,07/27/1981,.307,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1986,210,07/29/1986,.365,,
SP,1987,210,07/29/1987,.334,,
SP,1991,211,07/30/1991,.372,,
SP,1992,211,07/29/1992,.38,,
SP,1983,213,08/01/1983,.33,,
SP,1984,213,07/31/1984,.292,,
SP,1982,214,08/02/1982,,V,extcoef: No light data
SP,1990,219,08/07/1990,.321,,
SP,1989,220,08/08/1989,.342,,
SP,1981,223,08/11/1981,.342,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1987,223,08/11/1987,.32,,
SP,1991,224,08/12/1991,.353,,
SP,1992,224,08/11/1992,.306,,
SP,1983,228,08/16/1983,.291,,
SP,1982,229,08/17/1982,.343,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1984,229,08/16/1984,.357,,
SP,1985,231,08/19/1985,.282,,
SP,1989,233,08/21/1989,,V,extcoef: Light not monotonically decreasing
SP,1990,233,08/21/1990,.332,,
SP,1986,237,08/25/1986,,V,extcoef: Light not monotonically decreasing
SP,1992,237,08/24/1992,,V,extcoef: Light not monotonically decreasing
SP,1987,238,08/26/1987,.271,,
SP,1991,240,08/28/1991,,V,extcoef: Light not monotonically decreasing
SP,1988,242,08/29/1988,.265,,
SP,1990,247,09/04/1990,.275,,
SP,1983,249,09/06/1983,,V,extcoef: No light data
SP,1984,249,09/05/1984,.321,,
SP,1986,251,09/08/1986,.318,,
SP,1987,251,09/08/1987,.244,,
SP,1991,252,09/09/1991,.309,,
SP,1992,252,09/08/1992,,V,extcoef: Light not monotonically decreasing
SP,1985,253,09/10/1985,.336,,
SP,1988,256,09/12/1988,.239,,
TR,1987,124,05/04/1987,.468,,
TR,1986,127,05/07/1986,.448,,
TR,1991,128,05/08/1991,.424,,
TR,1992,132,05/11/1992,.501,,
TR,1990,134,05/14/1990,.363,,
TR,1989,135,05/15/1989,.459,,
TR,1981,140,05/20/1981,,V,extcoef: No light data
TR,1991,140,05/20/1991,.436,,
TR,1992,140,05/19/1992,.418,,
TR,1989,151,05/31/1989,,V,extcoef: Light not monotonically decreasing
TR,1987,152,06/01/1987,.388,,
TR,1981,154,06/03/1981,,V,extcoef: No light data
TR,1986,155,06/04/1986,,V,extcoef: Light not monotonically decreasing
TR,1991,155,06/04/1991,.426,,
TR,1992,155,06/03/1992,,V,extcoef: Light not monotonically decreasing
TR,1984,159,06/07/1984,.31,,
TR,1985,162,06/11/1985,.341,,
TR,1987,163,06/12/1987,.375,,
TR,1989,163,06/12/1989,.379,,
TR,1986,168,06/17/1986,.384,,
TR,1992,168,06/16/1992,.338,,
TR,1981,169,06/18/1981,,V,extcoef: No light data
TR,1991,170,06/19/1991,.349,,
TR,1983,171,06/20/1983,.379,,
TR,1984,171,06/19/1984,.345,,
TR,1990,176,06/25/1990,.309,,
TR,1986,181,06/30/1986,.373,,
TR,1991,184,07/03/1991,.342,,
TR,1983,187,07/06/1983,.404,,
TR,1984,187,07/05/1984,.307,,
TR,1988,188,07/06/1988,.369,,
TR,1992,188,07/06/1992,.371,,
TR,1985,189,07/08/1985,.354,,
TR,1990,191,07/10/1990,.345,,
TR,1981,194,07/13/1981,.42,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1986,196,07/15/1986,.324,,
TR,1984,198,07/16/1984,,V,extcoef: Light not monotonically decreasing
TR,1991,198,07/17/1991,.399,,
TR,1992,198,07/16/1992,.354,,
TR,1990,204,07/23/1990,,V,extcoef: Light not monotonically decreasing
TR,1985,206,07/25/1985,.357,,
TR,1989,207,07/26/1989,.364,,
TR,1987,208,07/27/1987,.391,,
TR,1986,209,07/28/1986,.391,,
TR,1992,209,07/27/1992,.352,,
TR,1981,210,07/29/1981,.394,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1991,212,07/31/1991,.34,,
TR,1983,215,08/03/1983,.375,,
TR,1985,218,08/06/1985,.27,,
TR,1989,219,08/07/1989,.38,,
TR,1990,219,08/07/1990,.372,,
TR,1981,222,08/10/1981,.45,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1987,222,08/10/1987,.363,,
TR,1986,224,08/12/1986,.405,,
TR,1991,225,08/13/1991,.357,,
TR,1992,226,08/13/1992,.394,,
TR,1984,228,08/15/1984,.318,,
TR,1982,229,08/17/1982,.387,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1990,232,08/20/1990,.357,,
TR,1987,237,08/25/1987,.354,,
TR,1992,237,08/24/1992,.337,,
TR,1981,238,08/26/1981,.303,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1991,240,08/28/1991,.375,,
TR,1986,241,08/29/1986,,V,extcoef: Light not monotonically decreasing
TR,1989,248,09/05/1989,.378,,
TR,1990,248,09/05/1990,.349,,
TR,1986,252,09/09/1986,.359,,
TR,1987,252,09/09/1987,.375,,
TR,1992,253,09/09/1992,.315,,
TR,1981,254,09/11/1981,,V,extcoef: Insufficient light data
TR,1991,254,09/11/1991,.322,,
TR,1985,255,09/12/1985,.354,,
TR,1988,258,09/14/1988,.42,,
TR,1989,261,09/18/1989,.333,,
TR,1990,261,09/18/1990,.383,,
TR,1992,265,09/21/1992,.465,,
TR,1986,267,09/24/1986,.451,,
TR,1982,270,09/27/1982,.467,,
TR,1988,270,09/26/1988,.392,,
TR,1991,270,09/27/1991,.458,,
TR,1985,275,10/02/1985,,V,extcoef: No light data
TR,1990,275,10/02/1990,.396,,
TR,1982,277,10/04/1982,.425,,
TR,1989,277,10/04/1989,.517,,
TR,1986,279,10/06/1986,.397,,
TR,1992,280,10/06/1992,.389,,
TR,1991,282,10/09/1991,.472,,
TR,1990,288,10/15/1990,.527,,
TR,1989,290,10/17/1989,.428,,
TR,1992,293,10/19/1992,.383,,
TR,1981,294,10/21/1981,,V,extcoef: Insufficient light data
TR,1982,294,10/21/1982,.43,,
TR,1985,294,10/21/1985,.516,,
TR,1988,300,10/26/1988,.553,,
TR,1990,303,10/30/1990,.787,,
TR,1987,307,11/03/1987,.619,,
TR,1986,308,11/04/1986,.743,,
TR,1992,315,11/10/1992,.372,,
TR,1985,319,11/15/1985,.664,,
TR,1987,321,11/17/1987,.381,,
TR,1986,322,11/18/1986,.46,,
TR,1984,332,11/27/1984,.448,,
TR,1981,337,12/03/1981,.491,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1987,57,02/26/1987,,V,extcoef: No light data
TR,1988,63,03/03/1988,,V,extcoef: No light data
TR,1987,222,08/10/1987,,V,extcoef: No light data
AL,1988,81,03/21/1988,.755,,
BM,1990,23,01/23/1990,,V,extcoef: Insufficient light data
CB,1990,18,01/18/1990,,V,extcoef: Insufficient light data
CR,1984,5,01/05/1984,,V,extcoef: No light data
TB,1989,17,01/17/1989,,V,extcoef: Insufficient light data
AL,1987,55,02/24/1987,,V,extcoef: Insufficient light data
AL,1988,286,10/12/1988,.82,,
CB,1991,49,02/18/1991,,V,extcoef: Insufficient light data
CB,1982,144,05/24/1982,,V,extcoef: Light not monotonically decreasing
CB,1983,250,09/07/1983,1.667,J,extcoef: Calculated from 2 frlight values
CR,1983,52,02/21/1983,,V,extcoef: No light data
CR,1986,112,04/22/1986,.195,,
SP,1986,127,05/07/1986,.409,,
SP,1991,170,06/19/1991,.363,,
TB,1987,103,04/13/1987,4.348,J,extcoef: Calculated from 2 frlight values
TB,1986,210,07/29/1986,2.464,J,extcoef: Calculated from 2 frlight values
TB,1986,10,01/10/1986,,V,extcoef: Insufficient light data
TB,1983,53,02/22/1983,,V,extcoef: No light data
TB,1987,54,02/23/1987,,V,extcoef: Insufficient light data
TB,1991,80,03/21/1991,5.767,,
TB,1983,83,03/24/1983,,V,extcoef: No light data
TB,1985,84,03/25/1985,5.447,J,extcoef: Calculated from 2 frlight values
TB,1984,95,04/04/1984,,V,extcoef: No light data
TB,1982,96,04/06/1982,,V,extcoef: No light data
TB,1985,100,04/10/1985,,V,extcoef: No light data
TB,1986,111,04/21/1986,,V,extcoef: Insufficient light data
TB,1985,119,04/29/1985,2.584,J,extcoef: Calculated from 2 frlight values
TB,1987,120,04/30/1987,1.579,,
TB,1986,126,05/06/1986,2.73,J,extcoef: Calculated from 2 frlight values
TB,1983,129,05/09/1983,,V,extcoef: Insufficient light data
TB,1984,129,05/08/1984,,V,extcoef: Insufficient light data
TB,1991,129,05/09/1991,2.697,,
TB,1982,132,05/12/1982,,V,extcoef: Insufficient light data
TB,1985,133,05/13/1985,2.442,J,extcoef: Calculated from 2 frlight values
TB,1987,138,05/18/1987,,V,extcoef: Insufficient light data
TB,1989,138,05/18/1989,,V,extcoef: Insufficient light data
TB,1986,141,05/21/1986,,V,extcoef: Insufficient light data
TB,1984,143,05/22/1984,,V,extcoef: Insufficient light data
TB,1991,143,05/23/1991,3.19,,
TB,1982,144,05/24/1982,,V,extcoef: Insufficient light data
TB,1988,145,05/24/1988,2.464,J,extcoef: Calculated from 2 frlight values
TB,1989,149,05/29/1989,,V,extcoef: Insufficient light data
TB,1985,151,05/31/1985,,V,extcoef: Insufficient light data
TB,1992,153,06/01/1992,2.96,,
TB,1991,156,06/05/1991,3.163,,
TB,1983,160,06/09/1983,.351,J,extcoef: Calculated from 2 frlight values
TB,1990,163,06/12/1990,2.207,,
TB,1989,165,06/14/1989,,V,extcoef: Insufficient light data
TB,1986,167,06/16/1986,2.442,J,extcoef: Calculated from 2 frlight values
TB,1991,169,06/18/1991,3.394,,
TB,1984,171,06/19/1984,,V,extcoef: Insufficient light data
TB,1982,172,06/21/1982,.639,,
TB,1983,174,06/23/1983,2.234,J,extcoef: Calculated from 2 frlight values
TB,1985,178,06/27/1985,,V,extcoef: Insufficient light data
TB,1990,178,06/27/1990,,V,extcoef: Light not monotonically decreasing
TB,1987,182,07/01/1987,,V,extcoef: Insufficient light data
TB,1991,183,07/02/1991,3.596,,
TB,1984,184,07/02/1984,2.549,J,extcoef: Calculated from 2 frlight values
TB,1983,186,07/05/1983,2.708,J,extcoef: Calculated from 2 frlight values
TB,1988,186,07/04/1988,2.095,J,extcoef: Calculated from 2 frlight values
TB,1982,188,07/07/1982,,V,extcoef: Light not monotonically decreasing
TB,1992,189,07/07/1992,3.009,,
TB,1985,192,07/11/1985,,V,extcoef: Insufficient light data
TB,1990,193,07/12/1990,2.33,,
TB,1989,194,07/13/1989,2.674,J,extcoef: Calculated from 2 frlight values
TB,1981,196,07/15/1981,,V,extcoef: Insufficient light data
TB,1986,196,07/15/1986,,V,extcoef: Insufficient light data
TB,1987,197,07/16/1987,,V,extcoef: Insufficient light data
TB,1984,199,07/17/1984,,V,extcoef: Insufficient light data
TB,1983,200,07/19/1983,2.464,J,extcoef: Calculated from 2 frlight values
TB,1988,202,07/20/1988,2.386,J,extcoef: Calculated from 2 frlight values
TB,1982,203,07/22/1982,,V,extcoef: No light data
TB,1985,205,07/24/1985,,V,extcoef: Insufficient light data
TB,1989,205,07/24/1989,2.931,J,extcoef: Calculated from 2 frlight values
TB,1981,210,07/29/1981,,V,extcoef: Insufficient light data
TB,1991,210,07/29/1991,4.038,,
TB,1992,213,07/31/1992,3.981,,
TB,1983,215,08/03/1983,2.752,J,extcoef: Calculated from 2 frlight values
TB,1982,216,08/04/1982,,V,extcoef: No light data
TB,1985,218,08/06/1985,,V,extcoef: Insufficient light data
TB,1981,224,08/12/1981,,V,extcoef: Insufficient light data
TB,1987,224,08/12/1987,2.175,J,extcoef: Calculated from 2 frlight values
